line,city,special,kind2,cover,blocks_worked,blocks,svc_wd_hit,miss_cell_pct
NP8800477,乐山市,False,区块全开·星期自己定,1.0,2,2,0.416,0.0
NP8800480,漳州市,False,区块全开·星期照做,0.901,9,10,0.834,25.0
NP8800481,南充市,False,区块全开·星期照做,0.921,5,5,0.908,0.0
NP8800491,呼和浩特市,False,区块缺了没开,0.877,5,6,0.74,7.7
NP8800493,菏泽市,False,区块缺了没开,0.72,18,25,0.49,26.9
NP8800497,阳江市,False,区块全开·星期自己定,0.967,11,12,0.594,4.2
NP8800502,吉林市,True,特殊·换人/归属待查,0.601,16,16,0.151,17.4
NP8800525,襄阳市,False,区块缺了没开,0.85,7,8,0.718,8.3
NP8800534,重庆市,False,区块全开·星期照做,0.984,7,7,0.972,0.0
NP8800550,大连市,True,特殊·换人/归属待查,0.824,4,4,0.192,16.7
NP8800557,兰州市,False,区块全开·星期照做,0.842,4,4,0.804,28.6
NP8800567,无锡市,False,区块全开·星期照做,0.842,18,19,0.81,13.2
NP8800580,上海市,False,区块全开·星期自己定,0.842,3,3,0.767,0.0
NP8800589,邯郸市,False,区块缺了没开,0.416,15,17,0.346,22.6
NP8800592,温州市,False,区块全开·店和星期都有欠,0.718,5,5,0.449,18.2
NP8800607,乐山市,False,区块全开·星期自己定,1.0,2,2,0.445,0.0
NP8800609,苏州市,False,区块缺了没开,0.743,6,8,0.55,29.0
NP8800613,泰州市,True,特殊·换人/归属待查,0.3,7,12,0.134,57.5
NP8800630,天津市,True,特殊·换人/归属待查,0.653,13,14,0.039,13.6
NP8800632,乌鲁木齐市,False,区块全开·星期照做,1.0,2,2,0.916,0.0
NP8800638,聊城市,True,特殊·换人/归属待查,0.115,7,10,0.1,66.7
NP8800645,兰州市,False,区块全开·星期自己定,1.0,5,5,0.581,0.0
NP8800649,重庆市,False,区块全开·星期自己定,0.964,7,7,0.403,0.0
NP8800651,广州市,False,区块全开·星期照做,0.961,5,5,0.964,0.0
NP8800664,西安市,False,区块缺了没开,0.715,8,9,0.669,14.3
NP8800679,南宁市,False,区块全开·星期照做,0.851,7,7,0.814,13.0
NP8800682,杭州市,False,区块全开·区块内欠访,0.879,5,5,0.885,0.0
NP8800686,天津市,True,特殊·换人/归属待查,0.627,13,16,0.151,15.4
NP8800691,广州市,False,区块全开·星期照做,0.922,6,6,0.921,1.7
NP8800694,合肥市,False,区块全开·星期照做,0.862,6,6,0.877,10.0
NP8800696,西安市,False,区块全开·星期照做,0.934,7,7,0.914,9.1
NP8800706,130500,True,特殊·换人/归属待查,0.491,5,9,0.083,40.0
NP8800711,聊城市,True,特殊·换人/归属待查,0.261,2,3,0.0,57.1
NP8800715,菏泽市,False,区块全开·星期照做,0.937,12,12,0.935,0.0
NP8800722,沈阳市,False,区块全开·店和星期都有欠,0.667,5,5,0.603,26.7
NP8800736,渭南市,True,特殊·换人/归属待查,0.75,2,2,0.0,40.0
NP8800744,,False,区块全开·星期照做,1.0,5,5,0.992,0.0
NP8800760,沧州市,True,特殊·换人/归属待查,0.356,9,14,0.134,40.7
NP8800763,成都市,False,区块全开·星期自己定,1.0,4,4,0.75,0.0
NP8800765,嘉兴市,False,区块全开·星期照做,0.972,8,8,0.826,0.0
NP8800768,苏州市,True,特殊·换人/归属待查,0.142,5,13,0.099,82.4
NP8800784,珠海市,False,区块全开·星期照做,0.976,11,11,0.978,3.3
NP8800795,渭南市,False,区块缺了没开,0.914,4,6,0.468,33.3
NP8800805,哈尔滨市,False,区块全开·店和星期都有欠,0.475,5,5,0.27,18.2
NP8800811,武汉市,False,区块全开·星期照做,0.952,5,5,0.91,0.0
NP8800813,武汉市,False,区块缺了没开,0.809,5,6,0.649,20.0
NP8800848,呼和浩特市,False,区块缺了没开,0.591,8,9,0.472,32.6
NP8800856,,False,区块全开·星期自己定,1.0,8,8,0.743,0.0
NP8800857,佛山市,False,区块全开·星期照做,0.941,7,7,0.91,0.0
NP8800871,银川市,False,区块全开·星期自己定,1.0,1,1,0.5,0.0
NP8800873,宝鸡市,False,区块缺了没开,0.667,7,8,0.258,21.4
NP8800882,广州市,False,区块全开·星期照做,0.978,5,5,0.962,0.0
NP8800893,杭州市,False,区块全开·店和星期都有欠,0.691,5,5,0.68,24.0
NP8800900,佛山市,False,区块全开·星期自己定,0.885,8,8,0.256,0.0
NP8800902,厦门市,False,区块全开·星期照做,0.923,5,5,0.928,3.8
NP8800903,大同市,False,区块全开·店和星期都有欠,0.764,5,5,0.688,0.0
NP8800909,洛阳市,False,区块全开·店和星期都有欠,0.727,5,5,0.225,6.2
NP8800922,重庆市,False,区块全开·店和星期都有欠,0.75,3,3,0.322,25.0
NP8800931,重庆市,True,特殊·换人/归属待查,1.0,6,6,0.183,0.0
NP8800935,广州市,False,区块全开·星期照做,0.916,5,5,0.903,4.5
NP8800937,石家庄市,False,区块缺了没开,0.445,5,8,0.238,56.2
NP8800956,乌鲁木齐市,False,区块全开·星期自己定,0.804,5,5,0.575,0.0
NP8800963,苏州市,False,区块大面积没开工,0.467,8,16,0.324,52.5
NP8800966,苏州市,False,区块全开·星期照做,0.851,9,9,0.874,7.1
NP8800969,上海市,False,区块全开·星期照做,0.881,5,5,0.863,0.0
NP8800973,温州市,False,区块缺了没开,0.674,5,8,0.403,33.3
NP8800975,南京市,False,区块缺了没开,0.547,7,10,0.286,30.8
NP8800980,广州市,False,区块全开·星期照做,0.979,8,8,0.958,18.2
NP8800981,廊坊市,False,区块缺了没开,0.493,19,22,0.351,11.4
NP8800984,330500,True,特殊·换人/归属待查,0.25,2,2,0.25,60.0
NP8800985,南通市,True,特殊·换人/归属待查,0.156,10,12,0.007,57.1
NP8800993,西宁市,False,区块全开·星期照做,0.933,10,10,0.844,6.2
NP8800997,宁波市,False,区块全开·店和星期都有欠,0.763,7,7,0.581,7.4
NP8801006,贵阳市,False,区块全开·星期照做,1.0,5,5,0.917,0.0
NP8801015,唐山市,True,特殊·换人/归属待查,0.378,9,16,0.056,44.0
NP8801016,秦皇岛市,False,区块全开·星期自己定,0.958,5,5,0.475,0.0
NP8801023,阜阳市,False,区块全开·星期照做,0.822,6,6,0.82,11.1
NP8801025,西安市,True,特殊·换人/归属待查,0.169,5,6,0.029,57.1
NP8801028,泰安市,True,特殊·换人/归属待查,0.387,15,20,0.065,32.4
NP8801031,上海市,False,区块全开·店和星期都有欠,0.752,8,8,0.662,11.5
NP8801037,常州市,False,区块全开·星期自己定,0.888,10,10,0.246,4.0
NP8801040,扬州市,False,区块缺了没开,0.753,10,12,0.41,26.1
NP8801042,上海市,False,区块缺了没开,0.733,10,13,0.523,21.7
NP8801045,吉林市,True,特殊·换人/归属待查,0.131,6,8,0.06,60.0
NP8801046,南昌市,False,区块全开·星期照做,0.948,6,6,0.887,0.0
NP8801048,苏州市,False,区块缺了没开,0.734,10,12,0.535,19.5
NP8801061,上海市,False,区块全开·店和星期都有欠,0.722,7,7,0.665,19.4
NP8801062,上海市,False,区块全开·星期照做,0.927,5,5,0.913,0.0
NP8801063,重庆市,False,区块全开·星期自己定,1.0,3,3,0.43,0.0
NP8801065,徐州市,False,区块全开·星期照做,0.983,8,8,0.984,7.7
NP8801066,南通市,False,区块全开·店和星期都有欠,0.641,10,10,0.665,21.1
NP8801067,昆明市,False,区块全开·星期照做,1.0,6,6,0.977,0.0
NP8801078,宁波市,True,特殊·换人/归属待查,0.529,7,8,0.056,23.8
NP8801079,赤峰市,True,特殊·换人/归属待查,0.242,8,17,0.08,58.6
NP8801080,苏州市,False,区块缺了没开,0.621,11,14,0.459,21.4
NP8801083,南昌市,False,区块全开·店和星期都有欠,0.778,5,5,0.675,9.1
NP8801085,兰州市,False,区块缺了没开,0.872,7,8,0.764,13.0
NP8801099,苏州市,False,区块全开·星期自己定,0.63,18,19,0.722,22.4
NP8801101,台州市,False,区块全开·店和星期都有欠,0.754,17,17,0.604,6.9
NP8801102,成都市,True,特殊·换人/归属待查,1.0,6,6,0.0,0.0
NP8801114,杭州市,False,区块缺了没开,0.818,7,8,0.549,16.0
NP8801117,杭州市,False,区块全开·店和星期都有欠,0.735,5,5,0.67,0.0
NP8801128,常州市,True,特殊·换人/归属待查,0.853,7,7,0.0,6.7
NP8801129,新乡市,False,区块缺了没开,0.586,18,21,0.343,25.0
NP8801130,北京市,False,区块缺了没开,0.537,10,13,0.247,29.4
NP9900738,石家庄市,True,特殊·换人/归属待查,0.315,6,9,0.081,36.1
NP9900847,青岛市,False,区块缺了没开,0.498,7,8,0.367,32.4
NP9900886,曲靖市,False,区块全开·星期照做,1.0,11,11,0.961,0.0
NP9900957,郑州市,False,区块全开·星期照做,0.875,5,5,0.881,7.7
NP9901052,淄博市,False,区块大面积没开工,0.628,8,16,0.3,31.2
NP9901079,安阳市,False,区块缺了没开,0.801,8,11,0.587,9.1
NP9902255,海口市,False,区块全开·星期照做,0.953,6,6,0.952,11.8
NP9902323,北京市,False,区块缺了没开,0.778,6,7,0.223,6.2
NP9902466,哈尔滨市,False,区块全开·星期照做,0.95,5,5,0.952,0.0
NP9902501,邯郸市,False,区块缺了没开,0.558,5,7,0.334,25.0
NP9902504,北京市,False,区块缺了没开,0.785,20,23,0.735,14.5
NP9902535,洛阳市,True,特殊·换人/归属待查,0.529,10,11,0.179,33.3
NP9902541,廊坊市,False,区块大面积没开工,0.547,6,14,0.289,61.3
NP9902598,西宁市,False,区块全开·星期照做,1.0,1,1,1.0,0.0
NP9902616,绵阳市,False,区块全开·星期自己定,1.0,4,4,0.261,0.0
NP9902639,长春市,True,特殊·换人/归属待查,0.504,7,9,0.042,37.9
NP9902676,漳州市,False,区块全开·星期自己定,0.806,14,14,0.572,11.1
NP9902730,中山市,False,区块全开·星期照做,0.889,8,8,0.85,3.0
NP9902802,漳州市,False,区块大面积没开工,0.601,10,17,0.322,43.3
NP9902842,商丘市,False,区块全开·星期自己定,0.847,9,9,0.331,5.6
NP9902843,包头市,False,区块全开·店和星期都有欠,0.687,6,6,0.456,15.4
NP9902851,福州市,False,区块全开·星期照做,0.95,5,5,0.918,8.3
NP9902885,济南市,False,区块全开·店和星期都有欠,0.715,10,11,0.598,9.4
NP9902897,潍坊市,True,特殊·换人/归属待查,0.617,13,17,0.188,26.1
NP9902925,哈尔滨市,False,区块全开·星期照做,0.883,9,9,0.931,0.0
NP9902930,天津市,False,区块全开·店和星期都有欠,0.72,6,6,0.732,8.0
NP9902950,130500,True,特殊·换人/归属待查,0.2,3,7,0.083,80.0
NP9902951,珠海市,False,区块全开·星期照做,0.934,9,9,0.948,6.5
NP9902957,吉林市,False,区块缺了没开,0.626,10,13,0.234,42.3
NP9902999,中山市,False,区块全开·星期照做,0.841,6,6,0.863,12.9
NP9903011,郑州市,False,区块全开·店和星期都有欠,0.697,6,6,0.722,11.1
NP9903059,长沙市,False,区块全开·星期照做,0.958,5,5,0.942,0.0
NP9903076,广州市,False,区块全开·星期照做,1.0,5,5,0.987,0.0
NP9903091,自贡市,True,特殊·换人/归属待查,1.0,3,3,0.0,0.0
NP9903119,南充市,False,区块缺了没开,0.581,6,9,0.318,33.3
NP9903125,曲靖市,False,区块全开·星期照做,1.0,8,8,0.983,0.0
NP9903128,广州市,False,区块全开·星期照做,0.961,8,8,0.975,0.0
NP9903144,新乡市,False,区块缺了没开,0.649,11,16,0.394,43.9
NP9903168,武汉市,False,区块全开·店和星期都有欠,0.805,5,5,0.75,0.0
NP9903170,洛阳市,False,区块全开·店和星期都有欠,0.676,6,6,0.323,4.5
NP9903172,茂名市,False,区块全开·星期照做,0.969,15,15,0.973,0.0
NP9903205,兰州市,False,区块全开·星期自己定,1.0,5,5,0.582,0.0
NP9903257,银川市,False,区块全开·星期自己定,0.974,3,3,0.656,9.1
NP9903262,无锡市,False,区块大面积没开工,0.56,8,15,0.378,33.3
NP9903265,重庆市,False,区块全开·星期照做,0.973,8,8,0.932,8.3
NP9903298,370800,True,特殊·换人/归属待查,0.021,1,8,0.0,95.2
NP9903310,江门市,False,区块全开·星期照做,0.966,9,9,0.812,4.5
NP9903312,包头市,False,区块全开·店和星期都有欠,0.559,6,6,0.543,6.2
NP9903330,厦门市,False,区块全开·星期照做,0.909,7,7,0.933,0.0
NP9903363,武汉市,False,区块全开·星期照做,0.995,6,6,0.986,0.0
NP9903397,韶关市,True,特殊·换人/归属待查,0.417,9,13,0.029,40.0
NP9903405,烟台市,False,区块缺了没开,0.739,6,7,0.5,6.7
NP9903408,自贡市,False,区块全开·星期自己定,1.0,6,6,0.412,0.0
NP9903439,济南市,True,特殊·换人/归属待查,0.25,7,11,0.053,53.6
NP9903456,哈尔滨市,False,区块全开·店和星期都有欠,0.52,5,5,0.327,11.1
NP9903457,长春市,False,区块缺了没开,0.835,6,7,0.68,10.7
NP9903466,沈阳市,False,区块全开·星期照做,0.844,4,4,0.863,20.0
NP9903471,济南市,False,区块缺了没开,0.703,12,16,0.595,23.5
NP9903482,福州市,False,区块全开·星期照做,0.907,5,5,0.908,5.9
NP9903501,保定市,True,特殊·换人/归属待查,0.645,11,16,0.103,30.0
NP9903518,太原市,False,区块全开·店和星期都有欠,0.633,7,7,0.545,36.8
NP9903523,淄博市,False,区块缺了没开,0.477,4,5,0.273,40.0
NP9903526,贵阳市,False,区块全开·星期照做,0.877,6,6,0.864,10.0
NP9903528,,False,区块全开·星期照做,1.0,5,5,0.935,0.0
NP9903531,广州市,False,区块全开·星期照做,0.839,10,10,0.915,9.5
NP9903543,韶关市,True,特殊·换人/归属待查,0.477,9,13,0.045,40.0
NP9903544,昆明市,False,区块全开·星期照做,0.968,5,5,0.949,0.0
NP9903548,西安市,False,区块全开·星期照做,0.995,5,5,0.951,0.0
NP9903549,沈阳市,False,区块全开·店和星期都有欠,0.625,5,5,0.514,25.0
NP9903555,临沂市,False,区块全开·店和星期都有欠,0.341,5,5,0.22,42.3
NP9903569,广州市,False,区块全开·星期照做,0.791,7,7,0.818,8.8
NP9903584,达州市,False,区块全开·星期照做,0.923,5,5,0.909,0.0
NP9903585,西安市,False,区块全开·区块内欠访,0.851,5,5,0.805,7.1
NP9903602,广州市,False,区块全开·星期照做,0.986,10,10,0.989,0.0
NP9903604,重庆市,False,区块全开·星期自己定,0.971,6,6,0.212,0.0
NP9903607,衡阳市,False,区块全开·星期自己定,0.841,6,6,0.777,0.0
NP9903613,韶关市,True,特殊·换人/归属待查,0.336,8,16,0.075,52.6
NP9903614,昆明市,False,区块全开·星期自己定,0.987,6,6,0.618,0.0
NP9903617,海口市,False,区块全开·星期照做,0.989,9,9,0.97,0.0
NP9903619,南昌市,False,区块全开·店和星期都有欠,0.665,7,7,0.744,3.7
NP9903624,重庆市,False,区块全开·星期自己定,1.0,6,6,0.611,0.0
NP9903627,昆明市,True,特殊·换人/归属待查,1.0,3,3,0.167,0.0
NP9903644,湛江市,False,区块全开·星期照做,0.995,5,5,0.995,0.0
NP9903655,玉林市,False,区块全开·星期照做,0.957,5,5,0.878,0.0
NP9903656,天津市,True,特殊·换人/归属待查,0.524,5,6,0.154,11.1
NP9903659,长沙市,False,区块全开·星期照做,0.966,6,6,0.957,0.0
NP9903667,江门市,True,特殊·换人/归属待查,0.422,8,9,0.043,10.0
NP9903671,南昌市,False,区块缺了没开,0.704,8,9,0.569,14.3
NP9903676,荆门市,False,区块全开·星期照做,0.918,10,10,0.821,4.5
NP9903677,贵阳市,False,区块全开·星期照做,0.897,7,7,0.852,6.7
NP9903678,达州市,False,区块全开·星期照做,1.0,5,5,0.934,0.0
NP9903679,乐山市,False,区块全开·星期照做,1.0,7,7,0.924,0.0
NP9903685,西安市,False,区块全开·店和星期都有欠,0.626,5,5,0.547,26.3
NP9903688,中山市,False,区块全开·星期照做,0.958,8,8,0.963,0.0
NP9903693,唐山市,True,特殊·换人/归属待查,0.661,9,9,0.016,20.0
NP9903694,济南市,True,特殊·换人/归属待查,0.284,6,7,0.264,40.0
NP9903695,长沙市,False,区块缺了没开,0.967,6,7,0.83,0.0
NP9903703,福州市,False,区块全开·星期照做,0.944,5,5,0.942,0.0
NP9903706,长沙市,False,区块全开·星期照做,0.917,5,5,0.886,0.0
NP9903708,长沙市,False,区块全开·星期自己定,0.875,4,4,0.591,6.2
NP9903712,太原市,False,区块全开·店和星期都有欠,0.753,7,7,0.789,0.0
NP9903713,深圳市,False,区块全开·星期照做,0.899,6,6,0.92,0.0
NP9903715,佛山市,False,区块全开·星期照做,0.958,6,6,0.911,10.3
NP9903716,中山市,False,区块缺了没开,0.852,3,4,0.688,30.0
NP9903719,贵阳市,False,区块全开·区块内欠访,0.847,4,4,0.829,16.7
NP9903722,东莞市,False,区块全开·星期照做,0.97,6,6,0.967,7.4
NP9903730,广州市,False,区块全开·星期照做,0.866,6,6,0.893,9.7
NP9903735,重庆市,False,区块全开·星期自己定,0.977,4,4,0.399,0.0
NP9903739,宜昌市,False,区块全开·星期自己定,0.902,8,8,0.699,9.5
NP9903741,广州市,False,区块全开·星期照做,0.967,5,5,0.968,0.0
NP9903744,南宁市,False,区块缺了没开,0.863,9,11,0.754,20.6
NP9903750,福州市,False,区块全开·星期照做,0.987,5,5,0.979,0.0
NP9903755,东莞市,False,区块全开·店和星期都有欠,0.806,7,7,0.746,12.9
NP9903756,咸阳市,True,特殊·换人/归属待查,0.351,9,21,0.103,56.2
NP9903760,武汉市,False,区块全开·星期照做,0.947,8,8,0.863,10.5
NP9903764,重庆市,False,区块全开·星期照做,0.959,8,8,0.962,0.0
NP9903770,柳州市,False,区块全开·星期照做,0.976,5,5,0.894,0.0
NP9903771,重庆市,False,区块全开·星期照做,0.959,5,5,0.95,0.0
NP9903772,柳州市,False,区块全开·星期自己定,0.9,12,12,0.321,5.3
NP9903774,重庆市,False,区块全开·星期自己定,1.0,4,4,0.25,0.0
NP9903775,绵阳市,False,区块全开·星期自己定,0.841,5,5,0.684,17.6
NP9903776,莆田市,False,区块全开·星期照做,1.0,23,23,0.947,0.0
NP9903777,莆田市,False,区块全开·星期照做,1.0,12,12,0.906,0.0
NP9903780,昆明市,True,特殊·换人/归属待查,0.6,2,4,0.0,33.3
NP9903781,惠州市,False,区块全开·星期照做,0.958,6,6,0.916,8.7
NP9903783,深圳市,False,区块全开·星期照做,0.994,7,7,0.99,0.0
NP9903787,昆明市,False,区块缺了没开,0.311,5,6,0.403,41.7
np0008812,长沙市,False,区块全开·星期照做,1.0,2,2,1.0,0.0
np9903059,长沙市,False,区块全开·星期照做,1.0,1,1,1.0,0.0
