line,city,kind,plan_cells,act_cells,miss_cells,miss_cell_pct,blocks,blocks_worked,block_exec_median,svc_wd_hit,cover,sameday,plan_stores,never
NP8800805,哈尔滨市,区块全开·店和星期都有欠,22,18,4,18.2,5,5,0.48,0.27,0.475,0.248,242,127
NP8800811,武汉市,区块全开·星期照做,16,16,0,0.0,5,5,1.0,0.91,0.952,0.944,165,8
NP8800813,武汉市,区块缺了没开,15,12,3,20.0,6,5,0.763,0.649,0.809,0.8,209,40
NP8800848,呼和浩特市,区块缺了没开,43,29,14,32.6,9,8,0.622,0.472,0.591,0.498,203,83
NP8800856,,区块全开·星期自己定,13,13,0,0.0,8,8,1.0,0.743,1.0,1.0,70,0
NP8800857,佛山市,区块全开·星期照做,16,16,0,0.0,7,7,0.95,0.91,0.941,0.945,219,13
NP8800871,银川市,区块全开·星期自己定,1,1,0,0.0,1,1,1.0,0.5,1.0,1.0,12,0
NP8800873,宝鸡市,区块缺了没开,14,11,3,21.4,8,7,0.633,0.258,0.667,0.222,63,21
NP8800882,广州市,区块全开·星期照做,9,9,0,0.0,5,5,0.978,0.962,0.978,0.976,230,5
NP8800893,杭州市,区块全开·店和星期都有欠,25,19,6,24.0,5,5,0.727,0.68,0.691,0.63,188,58
NP8800900,佛山市,区块全开·星期自己定,20,20,0,0.0,8,8,0.969,0.256,0.885,0.892,78,9
NP8800902,厦门市,区块全开·星期照做,26,25,1,3.8,5,5,0.933,0.928,0.923,0.927,234,18
NP8800903,大同市,区块全开·店和星期都有欠,12,12,0,0.0,5,5,0.783,0.688,0.764,0.733,225,53
NP8800909,洛阳市,区块全开·店和星期都有欠,16,15,1,6.2,5,5,0.708,0.225,0.727,0.176,238,65
NP8800922,重庆市,区块全开·店和星期都有欠,4,3,1,25.0,3,3,0.75,0.322,0.75,0.75,20,5
NP8800931,重庆市,区块全开·星期自己定,7,7,0,0.0,6,6,1.0,0.183,1.0,1.0,19,0
NP8800935,广州市,区块全开·星期照做,22,21,1,4.5,5,5,0.889,0.903,0.916,0.922,202,17
NP8800937,石家庄市,区块缺了没开,16,7,9,56.2,8,5,0.395,0.238,0.445,0.301,227,126
NP8800956,乌鲁木齐市,区块全开·星期自己定,10,10,0,0.0,5,5,0.889,0.575,0.804,0.625,56,11
NP8800963,苏州市,区块大面积没开工,59,28,31,52.5,16,8,0.104,0.324,0.467,0.456,246,131
NP8800966,苏州市,区块全开·星期照做,56,52,4,7.1,9,9,0.938,0.874,0.851,0.837,235,35
NP8800969,上海市,区块全开·星期照做,14,14,0,0.0,5,5,0.857,0.863,0.881,0.887,193,23
NP8800973,温州市,区块缺了没开,15,10,5,33.3,8,5,0.622,0.403,0.674,0.523,190,62
NP8800975,南京市,区块缺了没开,39,27,12,30.8,10,7,0.524,0.286,0.547,0.492,179,81
NP8800980,广州市,区块全开·星期照做,11,9,2,18.2,8,8,1.0,0.958,0.979,0.98,234,5
NP8800981,廊坊市,区块缺了没开,35,31,4,11.4,22,19,0.5,0.351,0.493,0.241,203,103
NP8800984,330500,计划与实际几乎不相交,5,2,3,60.0,2,2,0.25,0.25,0.25,0.25,24,18
NP8800985,南通市,计划与实际几乎不相交,42,18,24,57.1,12,10,0.176,0.007,0.156,0.016,225,190
NP8800993,西宁市,区块全开·星期照做,16,15,1,6.2,10,10,0.97,0.844,0.933,0.889,210,14
NP8800997,宁波市,区块全开·店和星期都有欠,27,25,2,7.4,7,7,0.773,0.581,0.763,0.628,135,32
NP8801006,贵阳市,区块全开·星期照做,13,13,0,0.0,5,5,1.0,0.917,1.0,1.0,95,0
NP8801015,唐山市,区块大面积没开工,25,14,11,44.0,16,9,0.191,0.056,0.378,0.272,90,56
NP8801016,秦皇岛市,区块全开·星期自己定,9,9,0,0.0,5,5,1.0,0.475,0.958,0.604,48,2
NP8801023,阜阳市,区块全开·星期照做,18,16,2,11.1,6,6,0.871,0.82,0.822,0.812,202,36
NP8801025,西安市,计划与实际几乎不相交,28,12,16,57.1,6,5,0.144,0.029,0.169,0.026,207,172
NP8801028,泰安市,区块缺了没开,37,25,12,32.4,20,15,0.364,0.065,0.387,0.098,225,138
NP8801031,上海市,区块全开·店和星期都有欠,26,23,3,11.5,8,8,0.774,0.662,0.752,0.58,242,60
NP8801037,常州市,区块全开·星期自己定,25,24,1,4.0,10,10,1.0,0.246,0.888,0.838,134,15
NP8801040,扬州市,区块缺了没开,23,17,6,26.1,12,10,0.791,0.41,0.753,0.626,182,45
NP8801042,上海市,区块缺了没开,23,18,5,21.7,13,10,0.627,0.523,0.733,0.655,195,52
NP8801045,吉林市,计划与实际几乎不相交,15,6,9,60.0,8,6,0.137,0.06,0.131,0.049,236,205
NP8801046,南昌市,区块全开·星期照做,18,18,0,0.0,6,6,0.977,0.887,0.948,0.918,210,11
NP8801048,苏州市,区块缺了没开,41,33,8,19.5,12,10,0.81,0.535,0.734,0.444,188,50
NP8801061,上海市,区块全开·店和星期都有欠,36,29,7,19.4,7,7,0.667,0.665,0.722,0.707,252,70
NP8801062,上海市,区块全开·星期照做,12,12,0,0.0,5,5,0.92,0.913,0.927,0.929,177,13
NP8801063,重庆市,区块全开·星期自己定,5,5,0,0.0,3,3,1.0,0.43,1.0,1.0,47,0
NP8801065,徐州市,区块全开·星期照做,26,24,2,7.7,8,8,1.0,0.984,0.983,0.984,231,4
NP8801066,南通市,区块全开·店和星期都有欠,38,30,8,21.1,10,10,0.708,0.665,0.641,0.616,259,93
NP8801067,昆明市,区块全开·星期照做,14,14,0,0.0,6,6,1.0,0.977,1.0,1.0,153,0
NP8801078,宁波市,区块缺了没开,21,16,5,23.8,8,7,0.561,0.056,0.529,0.214,70,33
NP8801079,赤峰市,计划与实际几乎不相交,29,12,17,58.6,17,8,0.0,0.08,0.242,0.06,215,163
NP8801080,苏州市,区块缺了没开,42,33,9,21.4,14,11,0.489,0.459,0.621,0.582,253,96
NP8801083,南昌市,区块全开·店和星期都有欠,11,10,1,9.1,5,5,0.791,0.675,0.778,0.572,171,38
NP8801085,兰州市,区块缺了没开,23,20,3,13.0,8,7,0.912,0.764,0.872,0.873,149,19
NP8801099,苏州市,区块全开·星期自己定,49,38,11,22.4,19,18,0.889,0.722,0.63,0.624,265,98
NP8801101,台州市,区块全开·店和星期都有欠,29,27,2,6.9,17,17,0.818,0.604,0.754,0.599,207,51
NP8801102,成都市,区块全开·星期自己定,7,7,0,0.0,6,6,1.0,0.0,1.0,1.0,12,0
NP8801114,杭州市,区块缺了没开,25,21,4,16.0,8,7,0.891,0.549,0.818,0.813,143,26
NP8801117,杭州市,区块全开·店和星期都有欠,11,11,0,0.0,5,5,0.795,0.67,0.735,0.673,155,41
NP8801128,常州市,区块全开·星期自己定,15,14,1,6.7,7,7,1.0,0.0,0.853,0.829,34,5
NP8801129,新乡市,区块缺了没开,32,24,8,25.0,21,18,0.842,0.343,0.586,0.355,145,60
NP8801130,北京市,区块缺了没开,34,24,10,29.4,13,10,0.59,0.247,0.537,0.432,203,94
NP9900738,石家庄市,区块缺了没开,36,23,13,36.1,9,6,0.268,0.081,0.315,0.085,238,163
NP9900847,青岛市,区块缺了没开,34,23,11,32.4,8,7,0.484,0.367,0.498,0.25,221,111
NP9900886,曲靖市,区块全开·星期照做,19,19,0,0.0,11,11,1.0,0.961,1.0,1.0,131,0
NP9900957,郑州市,区块全开·星期照做,13,12,1,7.7,5,5,0.941,0.881,0.875,0.863,200,25
NP9901052,淄博市,区块大面积没开工,32,22,10,31.2,16,8,0.167,0.3,0.628,0.423,78,29
NP9901079,安阳市,区块缺了没开,22,20,2,9.1,11,8,0.8,0.587,0.801,0.757,221,44
NP9902255,海口市,区块全开·星期照做,17,15,2,11.8,6,6,0.958,0.952,0.953,0.957,232,11
NP9902323,北京市,区块缺了没开,32,30,2,6.2,7,6,0.769,0.223,0.778,0.169,207,46
NP9902466,哈尔滨市,区块全开·星期照做,11,11,0,0.0,5,5,0.94,0.952,0.95,0.952,242,12
NP9902501,邯郸市,区块缺了没开,24,18,6,25.0,7,5,0.513,0.334,0.558,0.416,190,84
NP9902504,北京市,区块缺了没开,69,59,10,14.5,23,20,1.0,0.735,0.785,0.651,200,43
NP9902535,洛阳市,区块全开·店和星期都有欠,33,22,11,33.3,11,10,0.551,0.179,0.529,0.159,204,96
NP9902541,廊坊市,区块大面积没开工,31,12,19,61.3,14,6,0.0,0.289,0.547,0.502,201,91
NP9902598,西宁市,区块全开·星期照做,1,1,0,0.0,1,1,1.0,1.0,1.0,1.0,3,0
NP9902616,绵阳市,区块全开·星期自己定,14,14,0,0.0,4,4,1.0,0.261,1.0,1.0,111,0
NP9902639,长春市,区块缺了没开,29,18,11,37.9,9,7,0.429,0.042,0.504,0.028,230,114
NP9902676,漳州市,区块全开·星期自己定,27,24,3,11.1,14,14,0.915,0.572,0.806,0.64,217,42
NP9902730,中山市,区块全开·星期照做,33,32,1,3.0,8,8,1.0,0.85,0.889,0.871,190,21
NP9902802,漳州市,区块大面积没开工,30,17,13,43.3,17,10,0.581,0.322,0.601,0.464,168,67
NP9902842,商丘市,区块全开·星期自己定,18,17,1,5.6,9,9,0.955,0.331,0.847,0.531,85,13
NP9902843,包头市,区块全开·店和星期都有欠,13,11,2,15.4,6,6,0.72,0.456,0.687,0.467,201,63
NP9902851,福州市,区块全开·星期照做,12,11,1,8.3,5,5,0.956,0.918,0.95,0.935,242,12
NP9902885,济南市,区块全开·店和星期都有欠,32,29,3,9.4,11,10,0.743,0.598,0.715,0.511,186,53
NP9902897,潍坊市,区块缺了没开,46,34,12,26.1,17,13,0.64,0.188,0.617,0.076,133,51
NP9902925,哈尔滨市,区块全开·星期照做,24,24,0,0.0,9,9,1.0,0.931,0.883,0.882,248,29
NP9902930,天津市,区块全开·店和星期都有欠,25,23,2,8.0,6,6,0.776,0.732,0.72,0.651,211,59
NP9902950,130500,计划与实际几乎不相交,20,4,16,80.0,7,3,0.0,0.083,0.2,0.117,60,48
NP9902951,珠海市,区块全开·星期照做,31,29,2,6.5,9,9,1.0,0.948,0.934,0.883,213,14
NP9902957,吉林市,区块缺了没开,26,15,11,42.3,13,10,0.6,0.234,0.626,0.303,219,82
NP9902999,中山市,区块全开·星期照做,31,27,4,12.9,6,6,0.879,0.863,0.841,0.845,227,36
NP9903011,郑州市,区块全开·店和星期都有欠,18,16,2,11.1,6,6,0.733,0.722,0.697,0.654,234,71
NP9903059,长沙市,区块全开·星期照做,11,11,0,0.0,5,5,1.0,0.942,0.958,0.961,213,9
NP9903076,广州市,区块全开·星期照做,16,16,0,0.0,5,5,1.0,0.987,1.0,1.0,229,0
NP9903091,自贡市,区块全开·星期自己定,3,3,0,0.0,3,3,1.0,0.0,1.0,1.0,4,0
NP9903119,南充市,区块缺了没开,21,14,7,33.3,9,6,0.462,0.318,0.581,0.509,203,85
NP9903125,曲靖市,区块全开·星期照做,19,19,0,0.0,8,8,1.0,0.983,1.0,1.0,180,0
NP9903128,广州市,区块全开·星期照做,27,27,0,0.0,8,8,0.987,0.975,0.961,0.963,203,8
NP9903144,新乡市,区块缺了没开,41,23,18,43.9,16,11,0.656,0.394,0.649,0.516,191,67
NP9903168,武汉市,区块全开·店和星期都有欠,10,10,0,0.0,5,5,0.774,0.75,0.805,0.767,195,38
NP9903170,洛阳市,区块全开·店和星期都有欠,22,21,1,4.5,6,6,0.673,0.323,0.676,0.353,210,68
NP9903172,茂名市,区块全开·星期照做,36,36,0,0.0,15,15,1.0,0.973,0.969,0.961,224,7
NP9903205,兰州市,区块全开·星期自己定,10,10,0,0.0,5,5,1.0,0.582,1.0,1.0,84,0
NP9903257,银川市,区块全开·星期自己定,11,10,1,9.1,3,3,1.0,0.656,0.974,0.974,38,1
NP9903262,无锡市,区块大面积没开工,42,28,14,33.3,15,8,0.343,0.378,0.56,0.552,232,102
NP9903265,重庆市,区块全开·星期照做,12,11,1,8.3,8,8,1.0,0.932,0.973,0.975,150,4
NP9903298,370800,计划与实际几乎不相交,21,1,20,95.2,8,1,0.0,0.0,0.021,0.0,48,47
NP9903310,江门市,区块全开·星期照做,22,21,1,4.5,9,9,1.0,0.812,0.966,0.913,117,4
NP9903312,包头市,区块全开·店和星期都有欠,16,15,1,6.2,6,6,0.581,0.543,0.559,0.422,211,93
NP9903330,厦门市,区块全开·星期照做,14,14,0,0.0,7,7,0.923,0.933,0.909,0.915,231,21
NP9903363,武汉市,区块全开·星期照做,16,16,0,0.0,6,6,1.0,0.986,0.995,0.996,209,1
NP9903397,韶关市,区块缺了没开,25,15,10,40.0,13,9,0.5,0.029,0.417,0.01,84,49
NP9903405,烟台市,区块缺了没开,45,42,3,6.7,7,6,0.698,0.5,0.739,0.574,222,58
NP9903408,自贡市,区块全开·星期自己定,5,5,0,0.0,6,6,1.0,0.412,1.0,1.0,39,0
NP9903439,济南市,计划与实际几乎不相交,28,13,15,53.6,11,7,0.171,0.053,0.25,0.0,176,132
NP9903456,哈尔滨市,区块全开·店和星期都有欠,9,8,1,11.1,5,5,0.553,0.327,0.52,0.312,244,117
NP9903457,长春市,区块缺了没开,28,25,3,10.7,7,6,0.867,0.68,0.835,0.767,237,39
NP9903466,沈阳市,区块全开·星期照做,10,8,2,20.0,4,4,0.868,0.863,0.844,0.847,109,17
NP9903471,济南市,区块缺了没开,51,39,12,23.5,16,12,0.786,0.595,0.703,0.655,192,57
NP9903482,福州市,区块全开·星期照做,17,16,1,5.9,5,5,0.932,0.908,0.907,0.902,246,23
NP9903501,保定市,区块缺了没开,40,28,12,30.0,16,11,0.5,0.103,0.645,0.139,217,77
NP9903518,太原市,区块全开·店和星期都有欠,38,24,14,36.8,7,7,0.667,0.545,0.633,0.549,169,62
NP9903523,淄博市,区块缺了没开,15,9,6,40.0,5,4,0.455,0.273,0.477,0.295,44,23
NP9903526,贵阳市,区块全开·星期照做,10,9,1,10.0,6,6,0.874,0.864,0.877,0.882,220,27
NP9903528,,区块全开·星期照做,7,7,0,0.0,5,5,1.0,0.935,1.0,1.0,115,0
NP9903531,广州市,区块全开·星期照做,42,38,4,9.5,10,10,0.926,0.915,0.839,0.835,255,41
NP9903543,韶关市,区块缺了没开,20,12,8,40.0,13,9,0.368,0.045,0.477,0.01,86,45
NP9903544,昆明市,区块全开·星期照做,8,8,0,0.0,5,5,0.967,0.949,0.968,0.969,187,6
NP9903548,西安市,区块全开·星期照做,13,13,0,0.0,5,5,1.0,0.951,0.995,0.995,202,1
NP9903549,沈阳市,区块全开·店和星期都有欠,16,12,4,25.0,5,5,0.75,0.514,0.625,0.561,40,15
NP9903555,临沂市,区块全开·店和星期都有欠,52,30,22,42.3,5,5,0.295,0.22,0.341,0.197,252,166
NP9903569,广州市,区块全开·星期照做,34,31,3,8.8,7,7,0.905,0.818,0.791,0.753,215,45
NP9903584,达州市,区块全开·星期照做,9,9,0,0.0,5,5,0.933,0.909,0.923,0.924,208,16
NP9903585,西安市,区块全开·区块内欠访,14,13,1,7.1,5,5,0.812,0.805,0.851,0.818,248,37
NP9903602,广州市,区块全开·星期照做,45,45,0,0.0,10,10,1.0,0.989,0.986,0.987,211,3
NP9903604,重庆市,区块全开·星期自己定,8,8,0,0.0,6,6,1.0,0.212,0.971,0.971,35,1
NP9903607,衡阳市,区块全开·星期自己定,16,16,0,0.0,6,6,0.857,0.777,0.841,0.829,220,35
NP9903613,韶关市,区块大面积没开工,19,9,10,52.6,16,8,0.137,0.075,0.336,0.031,122,81
NP9903614,昆明市,区块全开·星期自己定,11,11,0,0.0,6,6,1.0,0.618,0.987,0.987,76,1
NP9903617,海口市,区块全开·星期照做,15,15,0,0.0,9,9,1.0,0.97,0.989,0.991,190,2
NP9903619,南昌市,区块全开·店和星期都有欠,27,26,1,3.7,7,7,0.707,0.744,0.665,0.679,233,78
NP9903624,重庆市,区块全开·星期自己定,9,9,0,0.0,6,6,1.0,0.611,1.0,1.0,61,0
NP9903627,昆明市,区块全开·星期自己定,4,4,0,0.0,3,3,1.0,0.167,1.0,1.0,6,0
NP9903644,湛江市,区块全开·星期照做,10,10,0,0.0,5,5,1.0,0.995,0.995,0.996,207,1
NP9903655,玉林市,区块全开·星期照做,8,8,0,0.0,5,5,0.958,0.878,0.957,0.962,186,8
NP9903656,天津市,区块缺了没开,18,16,2,11.1,6,5,0.49,0.154,0.524,0.082,231,110
NP9903659,长沙市,区块全开·星期照做,17,17,0,0.0,6,6,0.984,0.957,0.966,0.969,178,6
NP9903667,江门市,区块缺了没开,20,18,2,10.0,9,8,0.333,0.043,0.422,0.016,116,67
NP9903671,南昌市,区块缺了没开,21,18,3,14.3,9,8,0.696,0.569,0.704,0.525,243,72
NP9903676,荆门市,区块全开·星期照做,22,21,1,4.5,10,10,1.0,0.821,0.918,0.846,208,17
NP9903677,贵阳市,区块全开·星期照做,15,14,1,6.7,7,7,0.96,0.852,0.897,0.902,97,10
NP9903678,达州市,区块全开·星期照做,5,5,0,0.0,5,5,1.0,0.934,1.0,1.0,197,0
NP9903679,乐山市,区块全开·星期照做,12,12,0,0.0,7,7,1.0,0.924,1.0,1.0,69,0
NP9903685,西安市,区块全开·店和星期都有欠,19,14,5,26.3,5,5,0.694,0.547,0.626,0.574,243,91
NP9903688,中山市,区块全开·星期照做,23,23,0,0.0,8,8,0.976,0.963,0.958,0.952,192,8
NP9903693,唐山市,区块全开·店和星期都有欠,20,16,4,20.0,9,9,0.727,0.016,0.661,0.492,59,20
NP9903694,济南市,计划与实际几乎不相交,30,18,12,40.0,7,6,0.214,0.264,0.284,0.163,222,159
NP9903695,长沙市,区块缺了没开,27,27,0,0.0,7,6,0.977,0.83,0.967,0.97,211,7
NP9903703,福州市,区块全开·星期照做,21,21,0,0.0,5,5,0.93,0.942,0.944,0.949,234,13
NP9903706,长沙市,区块全开·星期照做,8,8,0,0.0,5,5,0.943,0.886,0.917,0.923,229,19
NP9903708,长沙市,区块全开·星期自己定,16,15,1,6.2,4,4,0.876,0.591,0.875,0.886,128,16
NP9903712,太原市,区块全开·店和星期都有欠,15,15,0,0.0,7,7,0.744,0.789,0.753,0.678,227,56
NP9903713,深圳市,区块全开·星期照做,8,8,0,0.0,6,6,0.917,0.92,0.899,0.903,257,26
NP9903715,佛山市,区块全开·星期照做,39,35,4,10.3,6,6,0.954,0.911,0.958,0.961,237,10
NP9903716,中山市,区块缺了没开,10,7,3,30.0,4,3,0.875,0.688,0.852,0.852,27,4
NP9903719,贵阳市,区块全开·区块内欠访,12,10,2,16.7,4,4,0.814,0.829,0.847,0.847,72,11
NP9903722,东莞市,区块全开·星期照做,27,25,2,7.4,6,6,0.974,0.967,0.97,0.973,202,6
NP9903730,广州市,区块全开·星期照做,31,28,3,9.7,6,6,0.903,0.893,0.866,0.869,246,33
NP9903735,重庆市,区块全开·星期自己定,6,6,0,0.0,4,4,1.0,0.399,0.977,0.977,44,1
NP9903739,宜昌市,区块全开·星期自己定,21,19,2,9.5,8,8,0.924,0.699,0.902,0.833,183,18
NP9903741,广州市,区块全开·星期照做,7,7,0,0.0,5,5,1.0,0.968,0.967,0.968,183,6
NP9903744,南宁市,区块缺了没开,34,27,7,20.6,11,9,0.92,0.754,0.863,0.859,270,37
NP9903750,福州市,区块全开·星期照做,10,10,0,0.0,5,5,1.0,0.979,0.987,0.988,232,3
NP9903755,东莞市,区块全开·店和星期都有欠,31,27,4,12.9,7,7,0.815,0.746,0.806,0.807,196,38
NP9903756,咸阳市,区块大面积没开工,48,21,27,56.2,21,9,0.0,0.103,0.351,0.061,171,111
NP9903760,武汉市,区块全开·星期照做,19,17,2,10.5,8,8,0.99,0.863,0.947,0.942,209,11
NP9903764,重庆市,区块全开·星期照做,15,15,0,0.0,8,8,1.0,0.962,0.959,0.963,218,9
NP9903770,柳州市,区块全开·星期照做,6,6,0,0.0,5,5,1.0,0.894,0.976,0.918,166,4
NP9903771,重庆市,区块全开·星期照做,10,10,0,0.0,5,5,1.0,0.95,0.959,0.96,122,5
NP9903772,柳州市,区块全开·星期自己定,19,18,1,5.3,12,12,1.0,0.321,0.9,0.487,70,7
NP9903774,重庆市,区块全开·星期自己定,7,7,0,0.0,4,4,1.0,0.25,1.0,1.0,11,0
NP9903775,绵阳市,区块全开·星期自己定,17,14,3,17.6,5,5,0.951,0.684,0.841,0.708,145,23
NP9903776,莆田市,区块全开·星期照做,38,38,0,0.0,23,23,1.0,0.947,1.0,0.949,181,0
NP9903777,莆田市,区块全开·星期照做,14,14,0,0.0,12,12,1.0,0.906,1.0,1.0,215,0
NP9903780,昆明市,区块大面积没开工,3,2,1,33.3,4,2,0.5,0.0,0.6,0.6,5,2
NP9903781,惠州市,区块全开·星期照做,23,21,2,8.7,6,6,0.96,0.916,0.958,0.961,238,10
NP9903783,深圳市,区块全开·星期照做,12,12,0,0.0,7,7,1.0,0.99,0.994,0.995,174,1
NP9903787,昆明市,区块缺了没开,12,7,5,41.7,6,5,0.348,0.403,0.311,0.304,135,93
np0008812,长沙市,区块全开·星期照做,3,3,0,0.0,2,2,1.0,1.0,1.0,1.0,3,0
np9903059,长沙市,区块全开·星期照做,1,1,0,0.0,1,1,1.0,1.0,1.0,1.0,1,0
