line,city,districts,plan_stores,plan_rows,act_visits,act_stores,cover,purity,wd_match,sameday,phase,qty,n_never,blocks,block_sizes,blocks_worked,block_worked_rate,block_exec_median,block_exec_min,block_wd_rate,cold_blocks,east_km,north_km,nn_median_m,workdays,daily_median,daily_avg,wd_visits,day_radius_km,zones_per_day,freq_1,freq_2p,kind,story
000412000,北京市,"门头沟区×83, 丰台区×79",205,244,171,166,0.576,0.711,0.488,0.393,0.512,0.7,87,5,"[81, 61, 54, 6, 3]",5,1.0,0.685,0.508,1.0,区块×61店 仅执行 51%; 区块×81店 仅执行 52%,15.0,29.7,87.0,18,7,9.5,"[46, 40, 34, 21, 30, 0, 0]",3.14,1.5,161,5,区块全开·区块内欠访,"北京市（门头沟区×83, 丰台区×79）：计划 205 店 / 244 次，分成 5 个区块（最大区块 81 店）。 地盘东西 15.0 × 南北 29.7 km；区块内店距中位 87 m。 节奏：18 个工作日、平均每天 9.5 家店、一天 1.5 个区块、当天作业半径中位 3.14 km；出勤 周一46/周二40/周三34/周四21/周五30；周六、周日 没跑。 ① 区块开工：5 块里他开工了 5 块；② 区块内执行率中位 68%（最弱一块 51%）；③ 区块星期一致 100%。 参考：覆盖 58%、同日 39%、相位 51%、量比 0.7。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。 最冷的区块（计划内执行率最低）：区块×61店 仅执行 51%; 区块×81店 仅执行 52%。"
000423268,大连市,"甘井子区×95, 金州区×6",109,112,265,218,0.972,0.486,0.927,0.92,0.954,2.37,3,2,"[108, 1]",2,1.0,0.986,0.972,1.0,,125.2,86.4,107.0,18,9,14.7,"[65, 54, 52, 43, 51, 0, 0]",3.89,1.0,179,39,区块全开·星期照做,"大连市（甘井子区×95, 金州区×6）：计划 109 店 / 112 次，分成 2 个区块（最大区块 108 店）。 地盘东西 125.2 × 南北 86.4 km；区块内店距中位 107 m。 节奏：18 个工作日、平均每天 14.7 家店、一天 1.0 个区块、当天作业半径中位 3.89 km；出勤 周一65/周二54/周三52/周四43/周五51；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 99%（最弱一块 97%）；③ 区块星期一致 100%。 参考：覆盖 97%、同日 92%、相位 95%、量比 2.37。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
000425319,深圳市,"龙岗区×173, 罗湖区×1",152,174,244,207,0.954,0.7,0.954,0.96,0.954,1.4,7,1,[152],1,1.0,0.954,0.954,1.0,,15.2,7.5,96.0,15,12,16.3,"[62, 47, 42, 48, 45, 0, 0]",1.86,1.0,170,37,区块全开·星期照做,"深圳市（龙岗区×173, 罗湖区×1）：计划 152 店 / 174 次，分成 1 个区块（最大区块 152 店）。 地盘东西 15.2 × 南北 7.5 km；区块内店距中位 96 m。 节奏：15 个工作日、平均每天 16.3 家店、一天 1.0 个区块、当天作业半径中位 1.86 km；出勤 周一62/周二47/周三42/周四48/周五45；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 95%（最弱一块 95%）；③ 区块星期一致 100%。 参考：覆盖 95%、同日 96%、相位 95%、量比 1.4。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
000444100,北京市,"顺义区×220, 平谷区×11",210,231,169,158,0.581,0.772,0.429,0.377,0.51,0.73,88,18,"[132, 12, 11, 9, 9]",14,0.778,0.667,0.0,0.929,区块×11店 仅执行 9%; 区块×5店 仅执行 40%; 区块×9店 仅执行 44%,53.8,22.8,77.0,18,6,9.4,"[31, 54, 23, 28, 33, 0, 0]",7.35,2.0,147,11,区块缺了没开,"北京市（顺义区×220, 平谷区×11）：计划 210 店 / 231 次，分成 18 个区块（最大区块 132 店）。 地盘东西 53.8 × 南北 22.8 km；区块内店距中位 77 m。 节奏：18 个工作日、平均每天 9.4 家店、一天 2.0 个区块、当天作业半径中位 7.35 km；出勤 周一31/周二54/周三23/周四28/周五33；周六、周日 没跑。 ① 区块开工：18 块里他开工了 14 块；② 区块内执行率中位 67%（最弱一块 0%）；③ 区块星期一致 93%。 参考：覆盖 58%、同日 38%、相位 51%、量比 0.73。 结论：**有 4 个区块整块没开工**，但他开的那几块做得很好（执行率与星期都守）——先问为什么不去那几块。 最冷的区块（计划内执行率最低）：区块×11店 仅执行 9%; 区块×5店 仅执行 40%; 区块×9店 仅执行 44%。"
000448996,合肥市,"包河区×60, 蜀山区×14",63,74,199,178,1.0,0.354,1.0,0.959,1.0,2.69,0,2,"[55, 8]",2,1.0,1.0,1.0,1.0,,3.5,13.2,89.0,19,4,10.5,"[32, 32, 42, 34, 59, 0, 0]",0.51,1.0,158,20,区块全开·星期照做,"合肥市（包河区×60, 蜀山区×14）：计划 63 店 / 74 次，分成 2 个区块（最大区块 55 店）。 地盘东西 3.5 × 南北 13.2 km；区块内店距中位 89 m。 节奏：19 个工作日、平均每天 10.5 家店、一天 1.0 个区块、当天作业半径中位 0.51 km；出勤 周一32/周二32/周三42/周四34/周五59；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 96%、相位 100%、量比 2.69。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
000474825,广州市,番禺区×248,220,248,281,248,0.895,0.794,0.895,0.903,0.891,1.13,23,1,[220],1,1.0,0.895,0.895,1.0,,21.1,8.0,71.0,22,11,12.8,"[68, 49, 48, 50, 50, 16, 0]",2.43,1.0,216,32,区块全开·星期照做,广州市（番禺区×248）：计划 220 店 / 248 次，分成 1 个区块（最大区块 220 店）。 地盘东西 21.1 × 南北 8.0 km；区块内店距中位 71 m。 节奏：22 个工作日、平均每天 12.8 家店、一天 1.0 个区块、当天作业半径中位 2.43 km；出勤 周一68/周二49/周三48/周四50/周五50/周六16；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 90%（最弱一块 90%）；③ 区块星期一致 100%。 参考：覆盖 90%、同日 90%、相位 89%、量比 1.13。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
000478015,哈尔滨市,"南岗区×118, 阿城区×77",219,228,192,189,0.461,0.534,0.247,0.14,0.292,0.84,118,4,"[147, 70, 1, 1]",4,1.0,0.735,0.429,0.75,区块×70店 仅执行 43%; 区块×147店 仅执行 47%,70.5,41.5,62.0,18,5,10.7,"[43, 39, 39, 51, 20, 0, 0]",1.81,1.0,186,3,区块全开·店和星期都有欠,"哈尔滨市（南岗区×118, 阿城区×77）：计划 219 店 / 228 次，分成 4 个区块（最大区块 147 店）。 地盘东西 70.5 × 南北 41.5 km；区块内店距中位 62 m。 节奏：18 个工作日、平均每天 10.7 家店、一天 1.0 个区块、当天作业半径中位 1.81 km；出勤 周一43/周二39/周三39/周四51/周五20；周六、周日 没跑。 ① 区块开工：4 块里他开工了 4 块；② 区块内执行率中位 74%（最弱一块 43%）；③ 区块星期一致 75%。 参考：覆盖 46%、同日 14%、相位 29%、量比 0.84。 结论：区块开了，但店没做全、星期也没守——属于执行力不足，要具体看到底缺在哪块。 最冷的区块（计划内执行率最低）：区块×70店 仅执行 43%; 区块×147店 仅执行 47%。"
000479151,中山市,中山市×236,214,236,262,237,0.995,0.899,0.995,0.996,0.995,1.11,1,1,[214],1,1.0,0.995,0.995,1.0,,12.9,13.9,138.0,21,12,12.5,"[64, 50, 49, 48, 49, 2, 0]",1.93,1.0,212,25,区块全开·星期照做,中山市（中山市×236）：计划 214 店 / 236 次，分成 1 个区块（最大区块 214 店）。 地盘东西 12.9 × 南北 13.9 km；区块内店距中位 138 m。 节奏：21 个工作日、平均每天 12.5 家店、一天 1.0 个区块、当天作业半径中位 1.93 km；出勤 周一64/周二50/周三49/周四48/周五49/周六2；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 1.11。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
000495972,石家庄市,"裕华区×161, 桥西区×35",229,245,171,171,0.629,0.842,0.489,0.433,0.546,0.7,85,2,"[228, 1]",2,1.0,0.814,0.627,1.0,,21.5,16.6,173.0,17,10,10.1,"[53, 32, 41, 28, 17, 0, 0]",3.08,1.0,171,0,区块全开·区块内欠访,"石家庄市（裕华区×161, 桥西区×35）：计划 229 店 / 245 次，分成 2 个区块（最大区块 228 店）。 地盘东西 21.5 × 南北 16.6 km；区块内店距中位 173 m。 节奏：17 个工作日、平均每天 10.1 家店、一天 1.0 个区块、当天作业半径中位 3.08 km；出勤 周一53/周二32/周三41/周四28/周五17；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 81%（最弱一块 63%）；③ 区块星期一致 100%。 参考：覆盖 63%、同日 43%、相位 55%、量比 0.7。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。"
000504766,济南市,"历城区×163, 历下区×51",255,285,208,187,0.478,0.652,0.271,0.218,0.373,0.73,133,15,"[168, 31, 13, 10, 10]",11,0.733,0.258,0.0,0.636,区块×10店 仅执行 10%; 区块×9店 仅执行 11%; 区块×13店 仅执行 23%,31.7,56.1,210.0,10,12,20.8,"[33, 34, 24, 0, 30, 0, 87]",18.13,3.0,167,20,区块缺了没开,"济南市（历城区×163, 历下区×51）：计划 255 店 / 285 次，分成 15 个区块（最大区块 168 店）。 地盘东西 31.7 × 南北 56.1 km；区块内店距中位 210 m。 节奏：10 个工作日、平均每天 20.8 家店、一天 3.0 个区块、当天作业半径中位 18.13 km；出勤 周一33/周二34/周三24/周五30/周日87；周四、周六 没跑。 ① 区块开工：15 块里他开工了 11 块；② 区块内执行率中位 26%（最弱一块 0%）；③ 区块星期一致 64%。 参考：覆盖 48%、同日 22%、相位 37%、量比 0.73。 结论：**有 4 个区块整块没开工**，但他开的那几块做得很好（执行率与星期都守）——先问为什么不去那几块。 最冷的区块（计划内执行率最低）：区块×10店 仅执行 10%; 区块×9店 仅执行 11%; 区块×13店 仅执行 23%。"
000532987,泉州市,"鲤城区×104, 丰泽区×89",178,193,230,195,0.978,0.892,0.978,0.979,0.978,1.19,4,1,[178],1,1.0,0.978,0.978,1.0,,14.3,9.5,64.0,19,11,12.1,"[60, 48, 48, 36, 38, 0, 0]",5.19,1.0,161,34,区块全开·星期照做,"泉州市（鲤城区×104, 丰泽区×89）：计划 178 店 / 193 次，分成 1 个区块（最大区块 178 店）。 地盘东西 14.3 × 南北 9.5 km；区块内店距中位 64 m。 节奏：19 个工作日、平均每天 12.1 家店、一天 1.0 个区块、当天作业半径中位 5.19 km；出勤 周一60/周二48/周三48/周四36/周五38；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 98%（最弱一块 98%）；③ 区块星期一致 100%。 参考：覆盖 98%、同日 98%、相位 98%、量比 1.19。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
000544784,北京市,"海淀区×237, 朝阳区×9",221,256,248,231,0.561,0.537,0.416,0.301,0.462,0.97,97,6,"[216, 1, 1, 1, 1]",4,0.667,0.78,0.0,1.0,区块×216店 仅执行 56%,17.4,24.4,42.0,20,6,12.4,"[58, 55, 36, 52, 47, 0, 0]",2.51,1.0,214,17,区块缺了没开,"北京市（海淀区×237, 朝阳区×9）：计划 221 店 / 256 次，分成 6 个区块（最大区块 216 店）。 地盘东西 17.4 × 南北 24.4 km；区块内店距中位 42 m。 节奏：20 个工作日、平均每天 12.4 家店、一天 1.0 个区块、当天作业半径中位 2.51 km；出勤 周一58/周二55/周三36/周四52/周五47；周六、周日 没跑。 ① 区块开工：6 块里他开工了 4 块；② 区块内执行率中位 78%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 56%、同日 30%、相位 46%、量比 0.97。 结论：**有 2 个区块整块没开工**，但他开的那几块做得很好（执行率与星期都守）——先问为什么不去那几块。 最冷的区块（计划内执行率最低）：区块×216店 仅执行 56%。"
000545650,太原市,"小店区×235, 迎泽区×12",242,265,194,187,0.483,0.626,0.124,0.038,0.219,0.73,125,2,"[241, 1]",1,0.5,0.243,0.0,1.0,区块×241店 仅执行 49%,14.7,10.8,74.0,18,7,10.8,"[58, 44, 34, 35, 23, 0, 0]",3.41,1.0,180,7,区块大面积没开工,"太原市（小店区×235, 迎泽区×12）：计划 242 店 / 265 次，分成 2 个区块（最大区块 241 店）。 地盘东西 14.7 × 南北 10.8 km；区块内店距中位 74 m。 节奏：18 个工作日、平均每天 10.8 家店、一天 1.0 个区块、当天作业半径中位 3.41 km；出勤 周一58/周二44/周三34/周四35/周五23；周六、周日 没跑。 ① 区块开工：2 块里他开工了 1 块；② 区块内执行率中位 24%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 48%、同日 4%、相位 22%、量比 0.73。 结论：**有区块整块没开工**（1 块），先问为什么不去，而不是谈执行率。 最冷的区块（计划内执行率最低）：区块×241店 仅执行 49%。"
000601353,东莞市,东莞市×242,223,242,271,238,0.951,0.891,0.951,0.955,0.951,1.12,11,2,"[126, 97]",2,1.0,0.954,0.929,1.0,,18.4,24.2,162.0,21,12,12.9,"[60, 50, 53, 53, 55, 0, 0]",2.29,1.0,205,33,区块全开·星期照做,东莞市（东莞市×242）：计划 223 店 / 242 次，分成 2 个区块（最大区块 126 店）。 地盘东西 18.4 × 南北 24.2 km；区块内店距中位 162 m。 节奏：21 个工作日、平均每天 12.9 家店、一天 1.0 个区块、当天作业半径中位 2.29 km；出勤 周一60/周二50/周三53/周四53/周五55；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 95%（最弱一块 93%）；③ 区块星期一致 100%。 参考：覆盖 95%、同日 96%、相位 95%、量比 1.12。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
000601363,长春市,"绿园区×206, 朝阳区×1",197,207,136,136,0.665,0.963,0.107,0.01,0.32,0.66,66,2,"[196, 1]",1,0.5,0.334,0.0,1.0,,11.5,7.6,78.0,7,20,19.4,"[32, 42, 1, 21, 20, 20, 0]",5.32,1.0,136,0,区块大面积没开工,"长春市（绿园区×206, 朝阳区×1）：计划 197 店 / 207 次，分成 2 个区块（最大区块 196 店）。 地盘东西 11.5 × 南北 7.6 km；区块内店距中位 78 m。 节奏：7 个工作日、平均每天 19.4 家店、一天 1.0 个区块、当天作业半径中位 5.32 km；出勤 周一32/周二42/周三1/周四21/周五20/周六20；周日 没跑。 ① 区块开工：2 块里他开工了 1 块；② 区块内执行率中位 33%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 66%、同日 1%、相位 32%、量比 0.66。 结论：**有区块整块没开工**（1 块），先问为什么不去，而不是谈执行率。"
000604272,北京市,"通州区×127, 顺义区×27",149,164,199,190,0.389,0.305,0.255,0.232,0.329,1.21,91,17,"[76, 13, 8, 8, 6]",10,0.588,0.487,0.0,0.5,区块×13店 仅执行 31%; 区块×76店 仅执行 49%; 区块×4店 仅执行 50%,21.4,55.5,88.0,17,3,11.7,"[43, 28, 46, 43, 39, 0, 0]",1.58,1.0,182,8,区块大面积没开工,"北京市（通州区×127, 顺义区×27）：计划 149 店 / 164 次，分成 17 个区块（最大区块 76 店）。 地盘东西 21.4 × 南北 55.5 km；区块内店距中位 88 m。 节奏：17 个工作日、平均每天 11.7 家店、一天 1.0 个区块、当天作业半径中位 1.58 km；出勤 周一43/周二28/周三46/周四43/周五39；周六、周日 没跑。 ① 区块开工：17 块里他开工了 10 块；② 区块内执行率中位 49%（最弱一块 0%）；③ 区块星期一致 50%。 参考：覆盖 39%、同日 23%、相位 33%、量比 1.21。 结论：**有区块整块没开工**（7 块），先问为什么不去，而不是谈执行率。 最冷的区块（计划内执行率最低）：区块×13店 仅执行 31%; 区块×76店 仅执行 49%; 区块×4店 仅执行 50%。"
000608772,沈阳市,"铁西区×124, 和平区×33",143,167,215,187,0.692,0.529,0.635,0.641,0.685,1.29,44,6,"[100, 30, 8, 3, 1]",3,0.5,0.317,0.0,1.0,,16.5,17.1,85.0,17,8,12.6,"[57, 58, 40, 36, 24, 0, 0]",1.2,1.0,160,27,区块大面积没开工,"沈阳市（铁西区×124, 和平区×33）：计划 143 店 / 167 次，分成 6 个区块（最大区块 100 店）。 地盘东西 16.5 × 南北 17.1 km；区块内店距中位 85 m。 节奏：17 个工作日、平均每天 12.6 家店、一天 1.0 个区块、当天作业半径中位 1.2 km；出勤 周一57/周二58/周三40/周四36/周五24；周六、周日 没跑。 ① 区块开工：6 块里他开工了 3 块；② 区块内执行率中位 32%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 69%、同日 64%、相位 68%、量比 1.29。 结论：**有区块整块没开工**（3 块），先问为什么不去，而不是谈执行率。"
000611030,上海市,青浦区×67,67,67,271,231,0.851,0.247,0.851,0.851,0.851,4.04,10,6,"[30, 14, 11, 6, 5]",6,1.0,0.879,0.636,1.0,,24.8,15.3,90.0,19,3,14.3,"[69, 50, 51, 36, 40, 25, 0]",1.53,1.0,197,34,区块全开·星期照做,上海市（青浦区×67）：计划 67 店 / 67 次，分成 6 个区块（最大区块 30 店）。 地盘东西 24.8 × 南北 15.3 km；区块内店距中位 90 m。 节奏：19 个工作日、平均每天 14.3 家店、一天 1.0 个区块、当天作业半径中位 1.53 km；出勤 周一69/周二50/周三51/周四36/周五40/周六25；周日 没跑。 ① 区块开工：6 块里他开工了 6 块；② 区块内执行率中位 88%（最弱一块 64%）；③ 区块星期一致 100%。 参考：覆盖 85%、同日 85%、相位 85%、量比 4.04。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
000621190,青岛市,"黄岛区×158, 胶州市×108",218,266,231,227,0.445,0.427,0.194,0.147,0.275,0.87,121,9,"[117, 68, 13, 7, 7]",3,0.333,0.0,0.0,0.667,区块×68店 仅执行 34%; 区块×117店 仅执行 53%,35.4,73.8,103.0,13,6,17.8,"[51, 28, 24, 53, 75, 0, 0]",3.06,1.0,223,4,区块大面积没开工,"青岛市（黄岛区×158, 胶州市×108）：计划 218 店 / 266 次，分成 9 个区块（最大区块 117 店）。 地盘东西 35.4 × 南北 73.8 km；区块内店距中位 103 m。 节奏：13 个工作日、平均每天 17.8 家店、一天 1.0 个区块、当天作业半径中位 3.06 km；出勤 周一51/周二28/周三24/周四53/周五75；周六、周日 没跑。 ① 区块开工：9 块里他开工了 3 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 67%。 参考：覆盖 44%、同日 15%、相位 28%、量比 0.87。 结论：**有区块整块没开工**（6 块），先问为什么不去，而不是谈执行率。 最冷的区块（计划内执行率最低）：区块×68店 仅执行 34%; 区块×117店 仅执行 53%。"
000643531,天津市,"河西区×224, 西青区×19",238,263,233,221,0.391,0.421,0.118,0.03,0.172,0.89,145,4,"[235, 1, 1, 1]",3,0.75,0.694,0.0,1.0,区块×235店 仅执行 39%,19.7,13.1,66.0,21,5,11.1,"[52, 43, 41, 48, 49, 0, 0]",2.77,1.0,209,12,区块缺了没开,"天津市（河西区×224, 西青区×19）：计划 238 店 / 263 次，分成 4 个区块（最大区块 235 店）。 地盘东西 19.7 × 南北 13.1 km；区块内店距中位 66 m。 节奏：21 个工作日、平均每天 11.1 家店、一天 1.0 个区块、当天作业半径中位 2.77 km；出勤 周一52/周二43/周三41/周四48/周五49；周六、周日 没跑。 ① 区块开工：4 块里他开工了 3 块；② 区块内执行率中位 69%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 39%、同日 3%、相位 17%、量比 0.89。 结论：**有 1 个区块整块没开工**，但他开的那几块做得很好（执行率与星期都守）——先问为什么不去那几块。 最冷的区块（计划内执行率最低）：区块×235店 仅执行 39%。"
000644322,海口市,"美兰区×184, 龙华区×47",217,238,281,259,0.876,0.734,0.866,0.857,0.871,1.18,27,4,"[207, 8, 1, 1]",4,1.0,1.0,0.87,1.0,,29.1,15.2,79.0,21,11,13.4,"[65, 51, 56, 51, 41, 17, 0]",1.35,1.0,238,21,区块全开·星期照做,"海口市（美兰区×184, 龙华区×47）：计划 217 店 / 238 次，分成 4 个区块（最大区块 207 店）。 地盘东西 29.1 × 南北 15.2 km；区块内店距中位 79 m。 节奏：21 个工作日、平均每天 13.4 家店、一天 1.0 个区块、当天作业半径中位 1.35 km；出勤 周一65/周二51/周三56/周四51/周五41/周六17；周日 没跑。 ① 区块开工：4 块里他开工了 4 块；② 区块内执行率中位 100%（最弱一块 87%）；③ 区块星期一致 100%。 参考：覆盖 88%、同日 86%、相位 87%、量比 1.18。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
000644405,漳州市,"芗城区×84, 龙文区×82",204,228,178,175,0.819,0.954,0.701,0.636,0.716,0.78,37,10,"[148, 18, 15, 12, 3]",7,0.7,0.812,0.0,1.0,区块×2店 仅执行 50%,51.0,30.4,191.0,15,12,11.9,"[32, 24, 36, 36, 50, 0, 0]",4.23,1.0,172,3,区块缺了没开,"漳州市（芗城区×84, 龙文区×82）：计划 204 店 / 228 次，分成 10 个区块（最大区块 148 店）。 地盘东西 51.0 × 南北 30.4 km；区块内店距中位 191 m。 节奏：15 个工作日、平均每天 11.9 家店、一天 1.0 个区块、当天作业半径中位 4.23 km；出勤 周一32/周二24/周三36/周四36/周五50；周六、周日 没跑。 ① 区块开工：10 块里他开工了 7 块；② 区块内执行率中位 81%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 82%、同日 64%、相位 72%、量比 0.78。 结论：**有 3 个区块整块没开工**，但他开的那几块做得很好（执行率与星期都守）——先问为什么不去那几块。 最冷的区块（计划内执行率最低）：区块×2店 仅执行 50%。"
000645986,朔州市,"怀仁市×68, 平城区×53",229,229,200,192,0.262,0.312,0.157,0.148,0.205,0.87,169,9,"[91, 52, 41, 13, 9]",4,0.444,0.0,0.0,0.75,区块×13店 仅执行 15%; 区块×91店 仅执行 25%; 区块×9店 仅执行 33%,131.1,109.7,65.0,15,3,13.3,"[65, 40, 45, 29, 21, 0, 0]",2.18,1.0,185,7,计划与实际几乎不相交,"朔州市（怀仁市×68, 平城区×53）：计划 229 店 / 229 次，分成 9 个区块（最大区块 91 店）。 地盘东西 131.1 × 南北 109.7 km；区块内店距中位 65 m。 节奏：15 个工作日、平均每天 13.3 家店、一天 1.0 个区块、当天作业半径中位 2.18 km；出勤 周一65/周二40/周三45/周四29/周五21；周六、周日 没跑。 ① 区块开工：9 块里他开工了 4 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 75%。 参考：覆盖 26%、同日 15%、相位 20%、量比 0.87。 结论：计划与实际几乎不相交——先查这块地盘是不是搞错了（管辖/门店清单），再谈行为。 最冷的区块（计划内执行率最低）：区块×13店 仅执行 15%; 区块×91店 仅执行 25%; 区块×9店 仅执行 33%。"
000648339,保定市,"莲池区×245, 竞秀区×21",244,269,192,186,0.414,0.543,0.279,0.245,0.336,0.71,143,1,[244],1,1.0,0.414,0.414,1.0,区块×244店 仅执行 41%,9.0,9.1,68.0,16,5,12.0,"[39, 21, 37, 46, 42, 7, 0]",2.37,1.0,180,6,区块全开·区块内欠访,"保定市（莲池区×245, 竞秀区×21）：计划 244 店 / 269 次，分成 1 个区块（最大区块 244 店）。 地盘东西 9.0 × 南北 9.1 km；区块内店距中位 68 m。 节奏：16 个工作日、平均每天 12.0 家店、一天 1.0 个区块、当天作业半径中位 2.37 km；出勤 周一39/周二21/周三37/周四46/周五42/周六7；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 41%（最弱一块 41%）；③ 区块星期一致 100%。 参考：覆盖 41%、同日 24%、相位 34%、量比 0.71。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。 最冷的区块（计划内执行率最低）：区块×244店 仅执行 41%。"
000649981,东莞市,东莞市×152,148,152,232,208,0.885,0.63,0.879,0.882,0.885,1.53,17,2,"[147, 1]",2,1.0,0.942,0.884,1.0,,18.9,17.5,102.0,17,11,13.6,"[61, 49, 48, 49, 25, 0, 0]",3.13,1.0,187,21,区块全开·星期照做,东莞市（东莞市×152）：计划 148 店 / 152 次，分成 2 个区块（最大区块 147 店）。 地盘东西 18.9 × 南北 17.5 km；区块内店距中位 102 m。 节奏：17 个工作日、平均每天 13.6 家店、一天 1.0 个区块、当天作业半径中位 3.13 km；出勤 周一61/周二49/周三48/周四49/周五25；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 94%（最弱一块 88%）；③ 区块星期一致 100%。 参考：覆盖 88%、同日 88%、相位 88%、量比 1.53。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
000650808,上海市,"浦东新区×51, 松江区×1",52,52,253,220,0.923,0.218,0.923,0.923,0.923,4.87,4,4,"[38, 11, 2, 1]",4,1.0,0.961,0.909,1.0,,12.4,10.8,98.0,7,12,36.1,"[66, 44, 42, 38, 39, 24, 0]",3.96,1.0,188,32,区块全开·星期照做,"上海市（浦东新区×51, 松江区×1）：计划 52 店 / 52 次，分成 4 个区块（最大区块 38 店）。 地盘东西 12.4 × 南北 10.8 km；区块内店距中位 98 m。 节奏：7 个工作日、平均每天 36.1 家店、一天 1.0 个区块、当天作业半径中位 3.96 km；出勤 周一66/周二44/周三42/周四38/周五39/周六24；周日 没跑。 ① 区块开工：4 块里他开工了 4 块；② 区块内执行率中位 96%（最弱一块 91%）；③ 区块星期一致 100%。 参考：覆盖 92%、同日 92%、相位 92%、量比 4.87。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
000651389,石家庄市,"长安区×141, 裕华区×76",196,222,184,180,0.668,0.728,0.638,0.559,0.597,0.83,65,1,[196],1,1.0,0.668,0.668,1.0,,10.3,8.3,71.0,15,10,12.3,"[41, 31, 36, 46, 27, 3, 0]",1.46,1.0,176,4,区块全开·区块内欠访,"石家庄市（长安区×141, 裕华区×76）：计划 196 店 / 222 次，分成 1 个区块（最大区块 196 店）。 地盘东西 10.3 × 南北 8.3 km；区块内店距中位 71 m。 节奏：15 个工作日、平均每天 12.3 家店、一天 1.0 个区块、当天作业半径中位 1.46 km；出勤 周一41/周二31/周三36/周四46/周五27/周六3；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 67%（最弱一块 67%）；③ 区块星期一致 100%。 参考：覆盖 67%、同日 56%、相位 60%、量比 0.83。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。"
000652136,长沙市,"岳麓区×208, 望城区×5",196,213,238,217,0.923,0.834,0.923,0.925,0.923,1.12,15,2,"[192, 4]",2,1.0,0.839,0.75,1.0,,11.9,17.6,115.0,19,11,12.5,"[66, 37, 50, 37, 48, 0, 0]",3.18,1.0,196,21,区块全开·区块内欠访,"长沙市（岳麓区×208, 望城区×5）：计划 196 店 / 213 次，分成 2 个区块（最大区块 192 店）。 地盘东西 11.9 × 南北 17.6 km；区块内店距中位 115 m。 节奏：19 个工作日、平均每天 12.5 家店、一天 1.0 个区块、当天作业半径中位 3.18 km；出勤 周一66/周二37/周三50/周四37/周五48；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 84%（最弱一块 75%）；③ 区块星期一致 100%。 参考：覆盖 92%、同日 92%、相位 92%、量比 1.12。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。"
