line,stores,changed,base_hit,new_hit,cap_L1_old,cap_L1_new,blocks_old,blocks_new,cv_old,cv_new,compact_old,compact_new
000838047,42,23,0.643,0.643,0.261,0.277,5,5,0.208,0.228,0.276,0.23
000838882,31,7,0.355,0.387,0.574,0.476,8,9,0.721,0.892,0.64,1.0
000840245,98,4,0.847,0.837,0.232,0.229,6,9,0.443,0.869,0.402,0.609
000844662,11,4,1.0,0.727,0.848,0.887,3,5,0.196,0.648,0.36,0.505
000845240,63,33,0.032,0.016,0.183,0.282,19,25,0.745,0.904,0.553,0.666
000845597,112,0,0.938,0.938,0.152,0.152,8,8,0.61,0.61,0.412,0.412
000846281,33,4,0.848,0.848,0.519,0.501,7,10,0.994,1.287,0.66,1.0
000847598,52,7,0.692,0.692,0.754,0.745,6,7,0.469,0.649,0.516,0.491
000847739,105,11,0.81,0.8,0.179,0.21,6,7,0.461,0.644,0.415,0.439
000851279,31,17,0.419,0.387,0.232,0.203,7,9,0.639,0.86,0.387,0.391
000851281,96,4,0.969,0.938,0.215,0.192,5,5,0.4,0.355,0.428,0.336
000851283,3,3,0.0,0.0,1.049,0.774,3,4,0.372,0.456,0.66,0.703
000851322,41,3,0.976,0.902,0.598,0.555,4,6,0.38,0.766,0.5,0.772
000851717,89,13,0.663,0.663,0.188,0.229,24,26,1.001,0.984,0.835,0.835
000851729,109,13,0.954,0.844,0.329,0.304,10,13,0.773,0.987,0.627,0.727
000851730,79,10,0.696,0.671,0.234,0.222,37,39,1.443,1.5,1.0,1.0
000851773,135,8,0.97,0.933,0.08,0.103,5,7,0.13,0.625,0.278,0.282
000852009,52,4,1.0,0.923,0.461,0.481,5,6,0.437,0.607,0.442,0.58
000852603,72,5,0.944,0.917,0.358,0.302,5,6,0.579,0.714,0.387,0.434
000855033,80,2,0.988,0.963,0.334,0.334,6,6,0.45,0.444,0.493,0.318
000855364,67,2,0.851,0.851,0.127,0.152,5,7,0.139,0.635,0.476,0.551
000855388,133,2,0.992,0.977,0.074,0.084,5,6,0.131,0.464,0.348,0.36
000855395,29,15,0.655,0.69,0.523,0.523,6,8,0.728,0.892,0.406,0.692
000855576,49,12,0.898,0.796,0.429,0.227,6,9,0.839,1.037,0.581,0.602
000855577,87,17,0.437,0.414,0.235,0.273,5,6,0.162,0.403,0.358,0.381
000855578,67,3,0.881,0.866,0.253,0.261,10,11,0.674,0.772,0.46,0.472
000855582,72,1,0.639,0.639,0.263,0.294,33,33,0.915,0.911,0.642,0.642
000856001,44,29,0.409,0.341,0.269,0.466,10,14,0.823,1.038,0.324,0.565
000856514,50,19,0.88,0.58,0.562,0.365,4,7,0.544,0.655,0.559,0.511
000857154,37,9,0.649,0.432,0.381,0.622,5,5,0.541,0.637,0.352,0.351
000859299,48,5,0.896,0.792,0.137,0.119,5,7,0.192,0.602,0.53,0.53
000859505,40,21,0.375,0.375,0.398,0.331,7,10,0.594,0.831,0.413,0.365
000859827,80,43,0.4,0.325,0.126,0.213,8,12,0.595,1.005,0.372,0.779
000859839,31,0,0.968,0.968,1.078,1.078,2,2,0.6,0.6,0.255,0.255
000859841,107,1,0.953,0.953,0.163,0.191,5,6,0.239,0.51,0.375,0.452
000860516,53,34,0.453,0.396,0.167,0.286,29,33,0.9,0.944,0.677,0.827
000860562,14,16,0.286,0.143,0.216,0.315,8,15,0.421,0.673,0.541,0.776
000860828,120,7,1.0,0.967,0.203,0.177,5,5,0.363,0.345,0.418,0.435
000862367,59,4,0.864,0.847,0.436,0.42,6,9,0.599,0.996,0.571,0.625
000862716,72,23,0.819,0.806,0.155,0.155,5,8,0.162,0.719,0.36,0.39
000863973,28,7,0.893,0.893,0.597,0.592,7,10,0.69,0.986,0.517,0.814
000864355,135,2,0.956,0.948,0.069,0.062,8,10,0.67,0.887,0.438,0.519
000865348,67,26,0.657,0.597,0.339,0.258,8,10,0.727,0.94,0.471,0.392
000865709,132,2,1.0,0.985,0.078,0.093,5,6,0.145,0.452,0.454,0.456
000865960,77,0,0.961,0.961,0.193,0.193,12,12,0.617,0.617,0.416,0.416
000866035,1,0,0.0,0.0,1.615,1.615,1,1,0.0,0.0,0.697,0.697
000866096,36,0,1.0,1.0,0.605,0.605,12,12,0.913,0.913,0.863,0.863
000866110,59,12,0.949,0.898,0.348,0.364,5,7,0.153,0.621,0.371,0.37
000866115,99,12,0.99,0.919,0.314,0.306,6,7,0.456,0.642,0.46,0.395
000866118,51,26,0.51,0.471,0.433,0.566,27,38,0.992,1.108,0.804,0.818
000866857,25,10,0.2,0.2,0.26,0.46,14,13,1.257,1.173,0.921,0.842
000866984,82,0,0.866,0.866,0.182,0.182,10,10,0.957,0.957,0.725,0.725
000867936,101,1,0.891,0.891,0.167,0.176,5,5,0.201,0.214,0.551,0.538
000874142,31,12,0.935,0.71,0.479,0.382,8,10,0.755,0.855,0.732,0.495
000874284,143,11,0.909,0.86,0.127,0.097,5,5,0.065,0.143,0.396,0.383
000874293,71,9,0.859,0.803,0.123,0.153,6,6,0.452,0.481,0.444,0.408
000874295,111,6,0.937,0.928,0.12,0.12,8,8,0.624,0.624,0.299,0.3
000874299,59,11,0.949,0.949,0.24,0.26,5,7,0.08,0.639,0.285,0.416
000874372,20,10,0.4,0.3,0.757,0.385,3,5,0.154,0.525,0.413,0.501
000874584,100,10,0.92,0.89,0.112,0.107,5,5,0.15,0.198,0.41,0.394
000874807,101,4,0.911,0.901,0.137,0.155,9,9,0.793,0.781,0.553,0.448
000874881,6,0,0.333,0.333,0.653,0.653,3,3,0.314,0.314,0.286,0.286
000874956,54,15,0.481,0.463,0.17,0.207,9,12,0.723,0.977,0.478,0.57
000874960,47,18,0.681,0.532,0.188,0.316,6,7,0.282,0.493,0.415,0.375
000875125,125,4,0.952,0.928,0.106,0.092,5,5,0.134,0.16,0.526,0.501
000875858,13,2,0.462,0.462,0.311,0.311,6,6,0.289,0.313,0.4,0.423
DS0001426,12,11,0.083,0.0,0.736,0.841,15,17,0.784,0.782,0.638,0.638
DS0001773,79,11,0.747,0.709,0.382,0.458,7,9,0.545,0.782,0.538,0.59
DS0001866,85,12,0.859,0.847,0.089,0.175,11,12,0.73,0.793,0.554,0.59
NP0008185,11,1,0.0,0.091,1.339,1.214,5,6,0.637,0.673,0.675,0.838
NP0008447,110,59,0.673,0.627,0.213,0.215,9,18,0.801,1.017,0.434,0.573
NP0008452,56,2,1.0,1.0,0.518,0.499,5,6,0.483,0.648,0.397,0.472
NP0008680,44,46,0.023,0.045,0.088,0.164,7,10,0.596,0.835,0.612,0.553
NP0008682,8,18,0.375,0.375,1.008,0.928,11,17,0.989,1.153,0.591,0.834
NP0008722,58,24,0.845,0.793,0.288,0.377,7,10,0.377,0.831,0.315,0.518
NP0008812,112,4,0.982,0.955,0.275,0.247,7,10,0.613,0.951,0.479,0.763
NP0008855,81,4,0.716,0.667,0.286,0.407,15,15,0.861,0.847,0.546,0.546
NP0008869,1,3,1.0,1.0,0.535,0.535,7,9,0.955,1.193,0.556,1.0
NP0008904,104,7,0.952,0.904,0.355,0.346,8,12,0.796,1.135,0.637,1.0
NP0008997,98,0,0.847,0.847,0.485,0.485,6,6,0.381,0.381,0.457,0.457
NP0009078,6,3,0.0,0.0,0.949,0.981,3,5,0.514,0.727,0.894,1.0
NP0009098,65,4,0.954,0.908,0.087,0.083,5,6,0.085,0.427,0.322,0.299
NP0009123,59,36,0.576,0.492,0.446,0.449,13,18,1.0,1.022,0.713,0.719
NP0009132,98,26,0.51,0.48,0.322,0.307,8,16,0.556,1.087,0.543,0.616
NP0009135,112,3,0.857,0.848,0.052,0.103,7,7,0.535,0.552,0.413,0.421
NP0009147,94,1,0.883,0.883,0.259,0.259,16,17,1.065,1.111,0.659,0.676
NP0009223,102,0,0.824,0.824,0.205,0.205,13,13,0.972,0.972,0.552,0.552
NP0009295,90,0,0.867,0.867,0.107,0.116,38,38,1.098,1.098,0.76,0.76
NP0009377,23,6,0.348,0.304,0.946,0.805,12,16,1.162,1.33,1.0,1.0
NP0009432,131,0,1.0,1.0,0.08,0.08,8,8,0.758,0.758,0.465,0.465
NP0009462,17,0,0.824,0.824,0.797,0.797,3,3,0.243,0.243,0.378,0.378
NP0009527,106,2,1.0,0.981,0.164,0.191,8,10,0.73,0.933,0.568,0.568
NP0009568,62,47,0.194,0.226,0.332,0.318,8,16,0.579,1.012,0.393,0.472
NP0009581,22,1,0.864,0.818,0.411,0.444,5,6,0.605,0.745,0.603,0.678
NP0009660,130,0,1.0,1.0,0.074,0.074,5,5,0.119,0.119,0.341,0.341
NP0009668,71,3,0.944,0.93,0.19,0.183,5,6,0.133,0.464,0.404,0.398
NP0009672,52,8,0.827,0.731,0.72,0.689,13,14,1.058,1.043,0.673,0.7
NP0009743,98,20,0.663,0.592,0.104,0.138,11,14,0.873,0.963,0.439,0.433
NP0009778,120,5,0.967,0.933,0.033,0.066,7,8,0.495,0.648,0.638,0.495
NP0009832,128,0,0.992,0.992,0.085,0.085,5,5,0.166,0.166,0.463,0.463
NP0009925,113,4,0.982,0.982,0.089,0.08,5,5,0.106,0.117,0.421,0.419
NP0009959,38,5,0.842,0.789,0.363,0.34,5,7,0.031,0.598,0.235,0.286
NP0010006,13,13,0.231,0.154,0.345,0.208,8,9,0.709,0.401,0.546,0.486
NP0010020,125,5,0.944,0.92,0.077,0.094,5,5,0.058,0.051,0.334,0.31
NP0010026,131,1,1.0,0.992,0.089,0.089,10,11,0.854,0.943,0.433,0.45
NP0010054,58,8,0.983,0.845,0.216,0.234,5,8,0.193,0.685,0.419,0.491
NP0010076,38,21,0.632,0.605,0.256,0.381,12,16,0.985,1.242,0.495,0.633
NP0010123,125,0,1.0,1.0,0.075,0.075,5,5,0.125,0.125,0.474,0.474
NP0010161,96,8,0.792,0.74,0.256,0.309,18,19,0.816,0.817,0.613,0.633
NP0010177,112,7,0.982,0.946,0.146,0.106,5,6,0.28,0.518,0.322,0.315
NP0010210,58,12,0.517,0.517,0.209,0.213,24,27,1.034,1.11,0.531,0.702
NP0010233,97,21,0.66,0.639,0.311,0.366,10,12,0.932,1.044,0.805,0.688
NP0010236,17,19,0.471,0.294,0.383,0.592,11,19,1.039,1.274,0.615,0.814
NP0010249,60,2,0.833,0.817,0.265,0.279,12,12,0.779,0.774,0.536,0.536
NP0010283,122,6,0.902,0.852,0.204,0.204,12,12,1.004,1.039,0.802,0.802
NP0010285,47,10,1.0,0.83,0.399,0.361,6,8,0.708,0.956,0.424,0.445
NP0010307,36,14,0.306,0.306,0.397,0.733,16,19,0.892,0.964,0.526,1.0
NP0010323,87,6,0.977,0.966,0.054,0.036,10,9,0.687,0.623,0.479,0.613
NP0010380,34,4,1.0,1.0,0.305,0.323,7,7,0.577,0.573,0.394,0.415
NP0010444,129,3,0.938,0.922,0.04,0.047,5,5,0.138,0.139,0.469,0.469
NP0010481,109,4,1.0,0.963,0.09,0.108,12,14,0.873,1.011,0.421,0.528
NP0010485,5,0,0.8,0.8,1.043,1.043,3,3,0.0,0.0,0.603,0.603
NP0010486,3,6,0.333,0.333,0.558,0.447,5,8,0.605,0.831,0.782,0.916
NP0010498,128,0,0.984,0.984,0.089,0.089,8,8,0.588,0.588,0.354,0.354
NP0010660,108,3,0.944,0.935,0.087,0.087,9,10,0.826,0.923,0.359,0.423
NP0010665,112,7,0.973,0.929,0.109,0.127,5,6,0.074,0.423,0.54,0.495
NP0010670,119,12,1.0,0.958,0.115,0.136,5,8,0.119,0.768,0.406,0.453
NP0010674,68,4,0.794,0.794,0.134,0.179,6,8,0.443,0.749,0.41,0.456
NP0010683,44,32,0.5,0.523,0.404,0.292,6,8,0.602,0.709,0.436,0.442
NP0010688,17,1,0.941,0.941,0.377,0.438,9,9,0.785,0.74,1.0,1.0
NP0010748,80,17,0.662,0.55,0.15,0.222,12,10,0.707,0.739,0.496,0.621
NP0010807,112,1,1.0,0.991,0.142,0.152,10,10,0.801,0.801,0.405,0.408
NP0010842,10,4,0.7,0.5,1.019,0.68,5,6,1.27,0.898,1.0,1.0
NP0010891,78,2,0.962,0.949,0.168,0.168,5,5,0.103,0.11,0.293,0.294
NP0010900,90,8,0.889,0.844,0.176,0.169,6,7,0.357,0.524,0.26,0.255
NP0010920,55,2,0.945,0.927,0.603,0.632,9,9,1.285,1.309,1.0,1.0
NP0010987,13,6,0.385,0.462,0.253,0.292,6,7,0.299,0.484,0.414,0.432
NP0010989,27,8,0.481,0.407,0.459,0.4,14,17,0.972,1.072,0.652,1.0
NP0010995,10,2,0.3,0.1,0.784,0.827,4,4,0.648,0.636,0.566,0.541
NP0011002,27,17,0.444,0.296,0.22,0.376,5,8,0.067,0.604,0.396,0.445
NP0011031,83,8,0.795,0.747,0.167,0.182,12,13,0.957,1.045,0.52,0.532
NP0011048,143,1,0.895,0.888,0.228,0.22,18,19,0.961,1.005,0.669,0.675
NP0011053,65,7,0.6,0.6,0.311,0.252,15,16,1.138,1.184,0.608,0.613
NP0011086,44,12,0.886,0.818,0.218,0.248,5,6,0.117,0.449,0.503,0.474
NP0011095,100,11,1.0,0.9,0.227,0.213,8,11,0.4,0.655,0.524,0.475
NP0011110,108,10,0.991,0.926,0.051,0.071,10,13,0.91,1.103,0.589,0.726
NP0011136,139,1,0.914,0.906,0.201,0.183,12,12,0.932,0.937,0.676,0.67
NP0011145,31,8,0.161,0.161,0.608,0.63,15,17,0.923,1.039,0.61,0.641
NP0011152,67,5,0.896,0.866,0.181,0.177,8,10,0.577,0.8,0.378,0.417
NP0011171,81,9,0.963,0.901,0.18,0.204,6,6,0.439,0.451,0.324,0.301
NP0011193,48,0,0.979,0.979,0.395,0.405,9,9,0.659,0.659,0.563,0.563
NP0011290,3,16,0.0,0.0,1.111,1.056,7,13,0.897,0.952,1.0,1.0
NP0011348,113,4,0.973,0.938,0.082,0.09,9,11,0.711,0.902,0.557,0.577
NP0011350,45,11,0.667,0.622,0.25,0.285,5,8,0.046,0.727,0.419,0.529
NP0011376,6,2,0.833,0.5,0.956,0.917,5,7,0.522,0.606,1.0,1.0
NP0011405,26,15,0.462,0.462,0.442,0.401,5,7,0.12,0.624,0.363,0.482
NP0011431,23,4,0.478,0.478,0.259,0.334,6,8,0.416,0.72,0.534,0.583
NP0011436,110,1,0.991,0.982,0.275,0.283,6,6,0.369,0.372,0.424,0.429
NP0011437,125,0,1.0,1.0,0.258,0.258,6,6,0.372,0.372,0.604,0.604
NP0011469,100,16,0.74,0.71,0.158,0.171,10,12,0.532,0.711,0.346,0.432
NP0011478,47,0,0.872,0.872,0.321,0.321,8,8,0.645,0.645,0.322,0.322
NP0011525,95,2,0.947,0.926,0.147,0.136,18,18,0.953,0.967,0.495,0.495
NP0011547,68,25,0.765,0.574,0.286,0.327,7,9,0.541,0.664,0.507,0.486
NP0011578,15,5,0.2,0.2,1.062,0.681,4,4,0.577,0.577,0.796,0.796
NP0011681,24,4,0.333,0.333,0.204,0.204,5,6,0.185,0.444,0.39,0.419
NP0011736,14,2,0.286,0.286,0.858,0.963,8,8,0.488,0.488,0.418,0.418
NP0011803,15,2,0.4,0.4,0.678,0.648,6,7,0.375,0.559,0.379,0.422
NP0011816,89,6,1.0,0.944,0.066,0.314,5,6,0.081,0.311,0.287,0.498
NP8800017,119,3,1.0,0.992,0.28,0.28,5,5,0.255,0.272,0.347,0.456
NP8800018,118,2,0.992,0.983,0.191,0.199,8,9,0.402,0.537,0.327,0.347
NP8800045,68,2,0.926,0.926,0.552,0.552,5,5,0.486,0.486,0.262,0.262
NP8800052,89,9,1.0,0.899,0.441,0.415,7,7,0.901,0.87,0.634,0.681
NP8800054,118,4,1.0,0.966,0.028,0.039,12,15,0.99,1.194,0.47,0.543
NP8800075,65,19,0.938,0.846,0.182,0.138,6,11,0.34,0.976,0.286,0.667
NP8800079,101,5,0.99,0.96,0.074,0.074,6,8,0.463,0.774,0.407,0.458
NP8800110,50,20,0.82,0.8,0.14,0.176,8,9,0.784,0.903,0.315,0.357
NP8800114,76,1,0.632,0.632,0.579,0.579,6,6,0.496,0.492,0.542,0.534
NP8800119,118,5,1.0,0.966,0.068,0.086,7,7,0.669,0.664,0.295,0.286
NP8800166,26,1,1.0,0.962,0.31,0.342,6,7,0.671,0.812,0.614,0.668
NP8800190,29,9,0.897,0.621,0.396,0.36,7,13,0.85,1.113,0.48,1.0
NP8800197,70,24,0.543,0.543,0.071,0.121,9,7,0.659,0.483,0.552,0.463
NP8800212,88,45,0.898,0.705,0.14,0.231,6,8,0.412,0.437,0.332,0.312
NP8800236,51,35,0.627,0.627,0.124,0.161,12,13,0.801,0.856,0.599,0.445
NP8800246,131,1,0.847,0.847,0.07,0.091,5,5,0.145,0.152,0.485,0.485
NP8800253,51,33,0.078,0.216,0.201,0.194,10,21,0.739,1.199,0.495,1.0
NP8800254,21,0,0.19,0.19,0.511,0.511,6,6,0.427,0.427,0.567,0.567
NP8800295,104,5,0.962,0.933,0.101,0.084,5,5,0.131,0.152,0.5,0.506
NP8800323,32,0,0.875,0.875,0.888,0.888,6,6,0.332,0.332,0.371,0.371
NP8800351,74,0,0.743,0.743,0.288,0.32,11,11,0.481,0.481,0.331,0.331
NP8800357,77,2,1.0,1.0,0.475,0.464,13,15,0.989,1.113,0.565,0.633
NP8800371,41,29,0.049,0.049,0.095,0.298,10,11,0.862,0.993,0.516,0.563
NP8800409,107,12,0.869,0.822,0.356,0.348,12,16,0.942,1.192,0.478,0.678
NP8800414,53,0,0.981,0.981,0.199,0.199,7,7,0.482,0.482,0.428,0.428
NP8800415,5,0,0.8,0.8,1.309,1.309,2,2,0.0,0.0,0.591,0.591
NP8800420,12,4,0.833,0.75,0.605,0.61,11,13,0.859,1.018,0.902,1.0
NP8800426,32,3,0.969,0.938,0.4,0.448,14,13,0.91,0.901,0.535,0.525
NP8800445,42,42,0.548,0.524,0.538,0.593,19,21,0.612,0.746,0.4,0.438
NP8800446,88,2,0.966,0.943,0.225,0.194,9,10,0.697,0.775,0.433,0.468
NP8800449,90,3,0.978,0.967,0.213,0.239,8,9,0.638,0.736,0.398,0.4
NP8800460,78,15,0.808,0.705,0.412,0.452,16,18,0.879,0.967,0.416,0.584
NP8800465,77,8,0.805,0.779,0.292,0.314,6,8,0.389,0.671,0.43,0.477
NP8800476,127,0,1.0,1.0,0.111,0.111,15,15,1.169,1.169,0.732,0.732
NP8800477,2,1,0.0,0.0,1.267,1.267,2,2,0.714,0.714,0.791,0.791
NP8800480,67,0,0.761,0.761,0.351,0.351,10,10,0.708,0.708,0.495,0.495
NP8800481,112,1,0.982,0.973,0.079,0.077,5,5,0.133,0.131,0.375,0.371
NP8800491,117,0,1.0,1.0,0.057,0.057,6,6,0.441,0.441,0.343,0.343
NP8800493,100,19,0.89,0.85,0.201,0.269,25,25,1.096,1.088,0.721,0.65
NP8800497,74,31,0.919,0.851,0.221,0.24,12,13,1.085,1.088,0.617,0.67
NP8800502,57,73,0.333,0.351,0.411,0.457,16,19,0.715,1.003,0.522,0.626
NP8800525,114,25,0.904,0.825,0.394,0.477,8,8,0.48,0.545,0.51,0.509
NP8800534,61,2,0.984,0.984,0.196,0.196,7,7,0.521,0.507,0.416,0.463
NP8800550,4,1,0.5,0.5,0.926,0.969,4,4,1.193,1.193,1.0,1.0
NP8800557,15,5,0.0,0.0,0.666,0.509,4,5,0.45,0.49,0.492,0.52
NP8800567,106,0,1.0,1.0,0.079,0.079,19,19,0.815,0.815,0.586,0.586
NP8800580,5,0,0.8,0.8,1.164,1.164,3,3,0.968,0.968,1.0,1.0
NP8800589,24,13,0.583,0.583,0.185,0.173,17,17,0.869,0.862,0.523,0.515
NP8800592,119,32,0.739,0.655,0.269,0.267,5,10,0.128,0.768,0.518,0.429
NP8800607,9,4,1.0,1.0,1.315,1.133,2,3,0.385,0.784,0.486,0.844
NP8800609,74,5,0.946,0.932,0.312,0.299,8,10,0.677,0.882,0.47,0.473
NP8800613,38,3,0.632,0.658,0.488,0.498,12,14,0.904,1.026,0.423,0.53
NP8800630,98,42,0.112,0.235,0.129,0.236,14,26,1.121,1.41,0.815,1.0
NP8800632,13,3,0.923,0.923,1.184,1.018,2,3,0.0,0.54,0.357,0.278
NP8800638,5,6,1.0,1.0,1.524,1.548,10,11,0.541,0.66,0.463,0.478
NP8800645,19,10,0.474,0.474,0.421,0.642,5,5,0.409,0.308,0.519,0.424
NP8800649,15,11,0.467,0.467,0.581,0.396,7,10,0.856,0.842,0.961,1.0
NP8800651,132,0,1.0,1.0,0.082,0.082,5,5,0.13,0.13,0.185,0.185
NP8800664,101,19,0.901,0.772,0.355,0.414,9,11,0.782,0.991,0.304,0.636
NP8800679,110,0,0.945,0.945,0.121,0.143,7,7,0.517,0.517,0.41,0.41
NP8800682,104,0,0.933,0.933,0.076,0.076,5,5,0.217,0.217,0.351,0.351
NP8800686,47,50,0.106,0.34,0.259,0.16,16,30,1.1,1.513,0.7,1.0
NP8800691,132,0,1.0,1.0,0.089,0.089,6,6,0.256,0.256,0.405,0.405
NP8800694,71,3,0.915,0.873,0.434,0.518,6,7,0.639,0.78,0.543,0.577
NP8800696,126,11,0.96,0.889,0.268,0.29,7,10,0.632,0.957,0.528,0.783
NP8800706,16,10,0.312,0.25,0.533,0.648,9,12,0.738,0.769,0.686,0.633
NP8800711,4,2,0.0,0.0,1.462,1.288,3,5,0.624,0.958,0.238,1.0
NP8800715,111,7,0.991,0.964,0.097,0.088,12,11,0.827,0.793,0.524,0.479
NP8800722,40,7,0.8,0.75,0.632,0.653,5,7,0.729,0.929,0.548,0.463
NP8800736,12,0,0.0,0.0,0.986,0.986,2,2,0.375,0.375,0.426,0.426
NP8800744,44,0,0.977,0.977,0.667,0.667,5,5,0.57,0.57,0.516,0.516
NP8800760,29,21,0.655,0.655,0.217,0.267,14,14,0.861,1.0,0.509,0.609
NP8800763,23,6,0.783,0.783,0.583,0.936,4,3,0.591,0.736,0.48,0.744
NP8800765,28,5,0.5,0.5,0.316,0.564,8,8,0.793,0.793,0.703,0.794
NP8800784,118,1,0.992,0.983,0.089,0.094,11,11,0.863,0.861,0.493,0.493
NP8800795,64,17,1.0,0.734,0.692,0.471,6,8,0.663,1.049,0.704,0.603
NP8800805,69,28,0.667,0.652,0.259,0.323,5,8,0.067,0.746,0.485,0.433
NP8800811,82,5,0.976,0.915,0.271,0.249,5,6,0.187,0.489,0.666,0.579
NP8800813,114,5,0.982,0.947,0.144,0.144,6,6,0.492,0.487,0.35,0.336
NP8800848,83,7,0.964,0.964,0.097,0.107,9,12,0.82,1.079,0.542,0.774
NP8800856,32,2,0.469,0.469,0.702,0.575,8,9,0.775,0.857,0.569,0.599
NP8800857,116,0,0.983,0.983,0.092,0.109,7,7,0.429,0.429,0.477,0.477
NP8800871,12,6,1.0,0.5,1.779,0.883,1,3,0.0,0.354,0.647,0.657
NP8800873,19,19,0.105,0.368,0.506,0.533,8,11,0.433,0.5,0.362,0.476
NP8800882,130,4,1.0,0.977,0.051,0.051,5,6,0.156,0.468,0.374,0.339
NP8800893,74,1,0.959,0.946,0.202,0.202,5,5,0.141,0.131,0.439,0.435
NP8800900,51,15,0.784,0.706,0.827,0.779,8,15,1.13,1.426,0.788,1.0
NP8800902,122,3,0.992,0.975,0.149,0.149,5,5,0.212,0.197,0.422,0.429
NP8800903,97,8,0.959,0.918,0.186,0.195,5,5,0.19,0.168,0.502,0.397
NP8800909,127,40,0.268,0.276,0.188,0.188,5,10,0.039,0.9,0.297,0.289
NP8800922,9,1,0.111,0.111,1.121,1.121,3,4,0.374,0.678,0.435,0.603
NP8800931,12,12,0.167,0.083,0.81,0.321,6,6,1.006,0.863,0.998,0.814
NP8800935,106,2,1.0,0.981,0.16,0.16,5,5,0.278,0.282,0.556,0.536
NP8800937,29,16,0.862,0.862,0.482,0.559,8,10,0.688,0.801,0.383,0.564
NP8800956,22,14,0.773,0.545,0.379,0.197,5,5,0.446,0.242,0.36,0.493
NP8800963,84,0,1.0,1.0,0.302,0.302,16,16,1.168,1.168,0.608,0.608
NP8800966,125,1,0.992,0.984,0.148,0.148,9,10,0.758,0.857,0.569,0.578
NP8800969,94,0,0.915,0.915,0.056,0.056,5,5,0.31,0.31,0.305,0.305
NP8800973,51,16,0.941,0.941,0.654,0.712,8,8,0.628,0.6,0.404,0.348
NP8800975,51,24,0.843,0.843,0.142,0.162,10,13,1.041,1.058,0.617,0.46
NP8800980,131,0,1.0,1.0,0.058,0.058,8,8,0.654,0.654,0.385,0.385
NP8800981,57,11,0.386,0.386,0.277,0.287,22,22,1.175,1.129,0.879,0.751
NP8800984,6,0,1.0,1.0,1.494,1.494,2,2,0.0,0.0,0.368,0.368
